NAME	RAJD	DECJD	F0	DIST
J1529+40	232.3	40.82	2.099076	0.499
J1529-5355	232.49	-53.9267	1.122001331	6.24
J1529-5611	232.399	-56.191	1.216177006	3.321
J1530-21	232.5	-21	2	2.696
J1530-5327	232.61205	-53.465561	3.58476370133	1.123
J1530-6343	232.69837	-63.72044	1.098515307136	11.447
J1531-4012	232.78354	-40.20858	2.80230328034	9.528
J1531-5610	232.86625	-56.18204	11.8756292823	2.841
B1530+27	233.0431858	27.7637842	0.889018691334	1.695
J1532-5308	233.1479	-53.135	2.2531423028	3.825
J1532-56	233.08	-56.53	1.9121296646	4.44
J1534-4428	233.7167	-44.4693	0.8187152015	9.64
J1534-46	233.53	-46.2	2.74097	2.035
B1530-53	233.53449	-53.57213	0.730523027416	0.81
B1530-539	233.63996	-54.09436	3.4519790595	3.748
J1535-4114	233.82113	-41.23419	2.31018303769	2.77
J1535-4415	233.983	-44.2523	2.13492010059	5.818
J1535-5450	233.9928	-54.8406	1.76449573075	3.946
J1535-5848	233.81983	-58.80769	3.2554450443	2.971
J1536+17	234.0625	17.81667	1.071467	25
J1536-30	234	-30	0.5	5.285
J1536-3602	234.07242	-36.04967	0.75771407384	7.62
J1536-4948	234.09675379	-49.8151911	324.68438438109	0.978
J1536-5433	234.0201	-54.5542	1.1345091894	3.306
J1536-5907	234.07383	-59.11767	1.79262658883	8.135
B1534+12	234.291507208	11.932064964	26.382132776894	1.051
J1537-4912	234.3675	-49.2008	3.3188325218	2.055
J1537-5153	234.3155	-51.885	0.654397111	2.744
J1537-5312	234.4070611	-53.2069603	144.36064852719	3.056
J1537-5645	234.4625	-56.7511	2.3230739673	8.465
J1538+2345	234.52529	23.75111	0.289906755417	1.312
J1538-5438	234.704	-54.6381	3.6136810563	3.179
J1538-5519	234.6701	-55.3294	2.5269713831	5.94
J1538-5551	234.68757	-55.86026	9.5532971893	5.977
J1538-5621	234.68037	-56.36542	0.52397321789	3.313
J1538-5638	234.5238	-56.6367	1.18486164335	7.043
J1538-5732	234.57575	-57.54147	2.93072230995	3.428
J1538-5750	234.53504	-57.83808	1.97406732779	2.519
J1539-4828	234.9202	-48.4825	0.7856437126	3.465
J1539-5521	234.7832	-55.3531	0.99506614549	4.912
B1535-56	234.8086	-56.44064	4.10854528747	3.536
J1539-6322	234.85292	-63.38144	0.6131785651	7.095
J1540-5736	235.2459	-57.6158	1.63154418204	6.349
J1541-42	235.48	-42.31	*	2.112
J1541-5535	235.4567	-55.5836	3.3802334705	5.161
J1542-5034	235.68883	-50.567683	1.6687581689	2.732
J1542-5133	235.583	-51.5597	0.56058054107	4.061
J1542-5303	235.72713	-53.0614	0.82811087607	5.37
B1540-06	235.8755721	-6.3459256	1.410309790908	3.226
B1541+09	235.9117708	9.4878719	1.33609742277	5.9
J1543-5013	235.9927	-50.2328	1.5521802701	5.809
J1543-5149	235.9339575	-51.8318569	486.154232083	1.149
J1543-5459	235.9851	-54.9875	2.6515508603	4.658
J1544-0713	236.098029	-7.23306	2.065561742743	2.633
J1544+4937	236.01869675	49.63201514	463.11553585462	2.991
B1541-52	236.249289	-53.146376	5.60055059845	0.932
J1545-4550	236.483106078	-45.843757657	279.697698651293	2.222
J1546-3747A	236.51433	-37.78614	383.778121483	10.4
J1546-5302	236.5308	-53.0397	1.7216448523	5.334
J1546-5925	236.5	-59.41667	128.205128	4.004
J1547-0944	236.94191	-9.7355	0.634145715724	3.756
J1547-5709	236.85052	-57.1548805	233.03797751128	2.695
J1547-5750	236.8775	-57.8415	1.54512280855	3.464
J1547-5839	236.89579	-58.65272	4.12898411647	5.685
J1548-4821	237.09692	-48.36381	6.8655516528	3.439
J1548-4927	237.08112	-49.46122	1.65909544625	3.518
J1548-5607	237.1834	-56.1262	5.85007580447	5.702
J1549+2113	237.42059	21.22414	0.792097207122	3.033
J1549-4848	237.3378	-48.80986	3.467948675	1.308
J1549-57	237.3	-57.36	1.3559	0.704
J1549-5722	237.4496	-57.3672	2.0089502995	2.858
J1550-5242	237.5123	-52.7019	1.33393992104	5.644
J1550-5317	237.52	-53.2892	0.70366819287	6.932
J1550-5418	237.725516	-54.3066984	0.48313076	4
J1551-0658	237.78006	-6.96847	141.043724	1.325
J1551-4424	237.9501	-44.4117	1.4835466642	2.227
J1551-5310	237.921	-53.18347	2.20532573802	5.878
J1551-6214	237.90328	-62.23983	5.02920448238	3.901
J1552-4937	238.0552954	-49.630484	159.12642440936	3.055
J1552+5437	238.2222132	54.6182741	411.88053142429	2.636
B1550-54	238.49837	-54.935069	0.9247724034	3.786
J1554+18	238.6	18.07	*	2.753
J1554-5209	238.61312	-52.16064	7.98533519368	3.079
J1554-5512	238.6687	-55.209	0.2925653886	6.397
J1555+01	238.99	1.1	*	1.253
J1555-0515	238.91707	-5.26594	1.02521002621	1.548
B1552-23	238.88827	-23.6861	1.877660147286	3.747
J1555-2908	238.9194106	-29.14122867	559.44000642609	7.559
B1552-31	238.8248	-31.57225	1.93009288569	5.299
J1556-5358	239.2146	-53.9819	1.00534775968	5.02
J1557-4258	239.251075	-42.970183	3.037788345533	8.63
J1557-5151	239.37208	-51.85233	2.4500513636	6.485
J1558-5419	239.6727	-54.3239	1.6818728617	7.43
J1558-5756	239.62721	-57.94058	0.890994259795	3.325
J1558-67	239.5875	-67.59972	3.741563	5.402
J1559-44	239.8	-44	0.854781	4.804
B1556-44	239.92302552	-44.646083827	3.890201435169	2.3
B1555-55	239.8362	-55.7631	1.04464080328	4.133
J1600-3053	240.216262928	-30.8970535	277.937706949282	1.887
B1557-50	240.220896	-50.73925	5.191975911315	6.9
B1556-57	240.0829	-57.8543	5.14255433375	4.183
J1600-5916	240.1458	-59.2831	0.80149644258	5.657
J1601-50	240.35	-50.38	1.161741	1.367
J1601-5244	240.3637	-52.7358	0.390723195	4.088
J1601-5335	240.47837	-53.59558	3.46645281446	3.576
J1602+3901	240.5785	39.0172	269.687163	1.63
J1602-4957	240.5758	-49.9589	1.2195270126	6.029
B1558-50	240.57804	-51.00169	1.15702413207	8
J1603-1655	240.8	-16.9	1.4	25
J1603+18	240.9	18.85	1.988072	25
J1603-2531	240.770105	-25.52997	3.53267858106	3.412
B1600-27	240.7836	-27.22434	1.284829820773	2.306
J1603-3539	240.97374	-35.66586	7.04678981942	4.1
J1603-5312	240.962	-53.21611	1.19158150623	3.113
J1603-5657	240.88108	-56.96227	2.0158156336	6.73
J1603-7202	240.89864683	-72.042432807	67.3765811248755	0.53
J1604-3142	241.152275	-31.70178	1.131361918741	2.902
J1604-44	241.13	-44.72	0.719839	7.833
J1604-4718	241.12254	-47.31331	1.89585724668	1.307
B1600-49	241.095733	-49.166106	3.05419496502	3.225
J1604-7203	241.12157	-72.058461	2.92909024976	1.595
J1605+3249	241.32717	32.82167	0.145349	*
J1605-5215	241.3292	-52.2633	0.9865739642	5.087
B1601-52	241.317771	-52.959667	1.51972586121	0.922
B1604-00	241.8002492	-0.5448686	2.3707006046372	1.087
J1607-5140	241.9554	-51.6711	2.917810026	5.118
J1607-6449	241.95296	-64.82863	3.35439493491	3.444
J1609-1930	242.2723	-19.502	0.64188261702	1.791
J1609-4616	242.42137	-46.27292	4.00626652456	3.747
J1609-5158	242.361	-51.972	0.7816149446	6.477
B1607-13	242.67823	-13.3729	0.981939436993	3.247
J1610-17	242.5	-17.8	*	3.768
J1610-5006	242.6846	-50.1117	2.07848849726	5.615
J1610-5303	242.5534	-53.0636	1.27150751219	5.353
J1611-01	242.7	-1.5	0.771087	2.015
J1611-29	242.7	-29	104.2	7.464
J1611-4811	242.7612	-48.1942	0.7710990598	4.909
J1611-4949	242.9443	-49.8326	1.50051485024	7.234
B1607-52	242.76404	-52.15615	5.47960812333	2.949
J1611-5847	242.9638	-58.79509	2.820474141608	2.479
J1612+2008	243.097633	20.138425	2.343863635131	1.74
J1612-2408	243.10858	-24.1344	1.08244588656	2.77
J1612-49	243.22	-49.45	5.18975875	6.293
J1612-5022	243.11678	-50.38258	0.73084300251	3.994
J1612-5136	243.0025	-51.615	2.0690632142	6.69
J1612-55	243.02	-55.15	1.180767	6.923
J1612-5805	243.1159	-58.09144	1.62464136971	5.542
B1609-47	243.370908	-47.24067	2.61522196138	3.521
J1613-5211	243.4269	-52.1892	2.1857836648	4.718
J1613-5234	243.4895	-52.5714	1.5262035513	7.421
B1612+07	243.67044	7.62528	0.828636733302	1.626
J1614-2230	243.65211475	-22.5086934	317.378941933793	0.7
J1614-23	243.5	-23.25	29.850746	3.235
J1614-3846	243.6772	-38.7764	2.154678722	5.637
J1614-3937	243.63011	-39.62467	2.45523930418	10.65
B1610-50	243.54704	-50.80097	4.316040583	5.148
J1614-5144	243.69	-51.747	0.6518870223	6.129
J1614-5402	243.7099	-54.0464	1.74644341015	5.829
B1612-29	243.9701	-29.671	0.403621636589	1.717
J1615-4958	243.82242	-49.96722	1.79128805247	3.911
J1615-5137	243.82	-51.62	5.577867	*
J1615-5444	243.75496	-54.74233	2.77040791319	6.882
B1611-55	243.91846	-55.61681	1.26338283175	3.192
J1616-5017	244.12454	-50.28747	2.03506779233	3.48
J1616-5109	244.129	-51.155	0.8199450771	6.842
J1616-5208	244.0975	-52.1467	0.9748195411	6.006
J1617-4216	244.3474	-42.2831	0.291675609358	7.287
J1617-4608	244.39627	-46.14347	1.76341893386	11.077
J1617-5055	244.3721	-50.92033	14.4181871	4.743
J1618-36	244.63375	-36.06167	173.047894	6.043
J1618-3921	244.5784367	-39.350504	83.42156146922	5.513
J1618-4624	244.7198991	-46.4097083	168.59518497136	3.045
J1618-4723	244.52833	-47.38864	4.9127283805	3.089
J1619-3345	244.8	-33.8	0.9	5.285
J1619-42	244.77	-42.03	0.977372	8.149
J1620-4927	245.173	-49.46031	5.81616320951	*
J1620-5414	245.0602	-54.2477	0.86478237841	1.978
J1621-5039	245.2696	-50.6635	0.922492253	3.917
J1621-5243	245.4825	-52.7289	2.688720348	6.435
J1622-0315	245.7484521	-3.2603689	260.0490042423	1.141
J1622-3751	245.51908	-37.8539	1.3671236672	12.019
J1622-4332	245.68945	-43.54117	1.09058684516	9.762
J1622-4347	245.62525	-43.78928	2.18492568145	5.039
J1622-4802	245.6966	-48.037	3.7725565538	5.321
J1622-4845	245.5227	-48.7747	1.36037459112	4.244
J1622-4944	245.6562	-49.7417	0.9319943359	5.412
J1622-4950	245.68667	-49.84844	0.2311059204	5.571
J1622-6617	245.5152837	-66.2880494	42.33082901464	4.045
J1623-0841	245.92784	-8.6935	1.98801226378	4.643
B1620-09	245.8235829	-9.1468703	0.783425339886	1.667
B1620-26	245.9092575	-26.5316025	90.287332005426	1.8
B1620-42	245.95121	-42.94794	2.74279572052	21.557
J1623-4949	245.9783	-49.8178	1.3779188266	3.356
J1623-5005	245.76712	-50.08753	11.7547287226	*
J1624-39	246.10417	-39.85	337.837838	2.629
J1624-4041	246.04136	-40.69158	5.95730476591	*
J1624-4411	246.089	-44.19272	4.28882534344	3.344
J1624-4613	246.0779	-46.217	1.1477859251	4.779
J1624-4721	246.2287	-47.3575	2.228545107	5.634
J1624+5850	246.00402	58.837714	1.53421102151	3.187
J1624+8643	246.13635	86.720335	2.52676461497	9.175
J1625-0021	246.2931579	-0.358044	352.90623328676	0.951
J1625-4048	246.29304	-40.80597	0.42457829519	5.612
J1625-4904	246.3252	-49.076	2.1723098208	5.251
J1625-4913	246.31838	-49.22906	2.810123369	5.296
J1626-44	246.75	-44.37	3.24303	8.304
J1626-4537	246.70408	-45.62378	2.70167221107	4.977
J1626-4807	246.6771	-48.1317	3.402191551	7.453
J1626-6621	246.52855	-66.35424	2.21794520407	3.816
J1627+1419	246.82816	14.32242	2.037254332449	4.325
J1627+3219	246.985	32.3275	458.715596	*
J1627-4706	246.86979	-47.11394	7.105007446	6.407
J1627-4845	246.7931	-48.7522	1.63310459775	4.88
J1627-49	246.92	-49.9	1.603391	5.542
J1627-51	246.88	-51.13	2.274361	3.75
J1627-5547	246.83783	-55.79789	2.8371674699	5.046
J1627-5936	246.96912	-59.61536	2.8229931851	3.391
J1628-3205	247.02917	-32.09692	311.52648	1.225
J1628+4406	247.2096329	44.1118366	5.519419001073	0.54
J1628-4804	247.1118	-48.0831	1.15477313105	6.887
J1628-4828	247.1287	-48.478	0.24168959255	6.726
J1629+33	247.2	33	0.7	25
J1629-3636	247.3992	-36.6036	0.3346504409	4.232
J1629-3825	247.31091	-38.42481	1.89982385907	5.574
J1629+43	247.2	43	5.5	0.544
J1629-6902	247.2865442	-69.045915	166.64990604074	0.963
J1630-2609	247.62079	-26.1631	0.52289775784	5.297
J1630+3550	247.6497778	35.8451203	309.67840994392	1.568
J1630+3734	247.6519455	37.5783603	301.3761925468	1.187
J1630-4719	247.5103	-47.3283	1.78868051524	5.427
B1626-47	247.65613	-47.5514	1.73619728331	5.044
J1631-1612	247.96862	-16.2144	1.47561419353	0.839
J1631-4155	247.8264	-41.9177	1.81408773956	10.801
J1632-1013	248.22583	-10.2217	1.39346151747	10.272
J1632-4509	248.0583	-45.153	0.955283306	11.498
J1632-4621	248.20755	-46.3635	0.58508461509	9.986
J1632-4757	248.0694	-47.95958	4.37505274487	4.836
J1632-4818	248.16542	-48.3149	1.2289964712	5.308
J1633-2009	248.4804	-20.1692	1.06888190894	2.354
B1630-44	248.44603	-44.8855	2.29091559536	14.81
J1633-4805	248.2725	-48.0933	1.4068059721	6.171
B1629-50	248.2503587	-50.2523217	2.83973605453	6.005
J1634+02	248.70833	2.5675	471.698113	*
J1634-4229	248.5611	-42.49564	0.49621315021	18.861
J1634-49	248.63	-49.87	1.45998937296	11.716
J1634-5107	248.5208	-51.1293	1.97100259922	7.212
J1634-5640	248.57988	-56.68019	4.4602796054	5.461
J1635-1511	248.94733	-15.1978	0.84789807494	1.445
J1635+2332	248.77233	23.53978	0.827339092144	25
B1633+24	248.85742	24.31314	2.038708913957	2.433
J1635-4513	248.9808	-45.224	0.6270592823	7.735
J1635-4735	248.96602	-47.58981	0.3854191	*
J1635-4944	248.9808	-49.7433	1.48817452033	7.36
B1630-59	248.7878	-59.9114	1.8899259613	7.214
J1636-2614	249.04794	-26.2464	1.95904132159	7.839
J1636-4440	249.06887	-44.6736	4.8391348483	12.455
J1636-4803	249.1333	-48.065	0.8301208425	4.759
J1636-4933	249.2298	-49.5528	2.3236006177	10.229
J1637-4335	249.4867	-43.595	1.2964005406	25
J1637-4450	249.47146	-44.8406	3.9546035737	11.423
B1634-45	249.49455	-45.89078	8.41939738252	3.442
J1637-46	249.4	-46.22	2.028023	5.744
J1637-4642	249.3073	-46.70394	6.491542203	4.41
J1637-4721	249.2975	-47.351	0.85782319432	4.416
J1637-4816	249.4945	-48.27	1.1942219218	7.362
J1638-35	249.5	-35	1.4	5.476
J1638-3815	249.65562	-38.25094	1.4321300661	19.076
J1638-3951	249.5648	-39.8664	1.29679780121	14.681
J1638+4005	249.56768	40.098992	1.30255755938	25
J1638-4233	249.603	-42.5653	1.95721769266	22.186
J1638-4344	249.7203	-43.7344	0.89130992945	4.741
J1638-44	249.58	-44.67	1.760387878	12.466
J1638-4417	249.69261	-44.28422	8.4888197965	12.027
J1638-4608	249.5969	-46.13706	3.59512083	4.57
J1638-4725	249.5539	-47.4256	1.3090145	4.742
J1638-5226	249.74983	-52.44928	2.93683419334	4.22
J1639-4359	249.77854	-43.9978	1.70195680429	4.892
B1635-45	249.83834	-46.07586	3.779890539	3.788
J1640+2224	250.069771123	22.402451127	316.123984224517	1.515
J1640-4631	250.18133	-46.5265	4.843950957	12.75
J1640-4648	250.1984	-46.8125	5.6068883851	4.469
B1636-47	250.05454	-47.2606	1.9326284729	4.909
J1640-4951	250.1815	-49.85058	1.35299881667	9.673
J1641-2347	250.3252	-23.7933	0.916583201958	0.922
B1639+36A	250.4202925	36.45416078	96.362234567	7.1
B1639+36B	250.4182977	36.43291333	283.4409431836	7.1
J1641+3627C	250.4208645	36.45076217	268.66686619507	7.1
J1641+3627D	250.4266468	36.45783392	320.688695691	7.1
J1641+3627E	250.4250921	36.4597132	402.0937023406	7.1
J1641+3627F	250.4358575	36.47111	332.9448049492	7.1
J1641-5317	250.3163	-53.2969	5.71081786086	*
J1641+8049	250.3368257	80.8313651	494.76063707093	3.035
J164310	250.8	-10	*	1.082
J1643-1224	250.909009161	-12.41629785	216.373337095063	0.74
J1643+1338	250.97558	13.64553	0.90987906068	4.641
J1643-4505	250.90379	-45.09606	4.212470392	4.738
J1643-4522	250.835	-45.3669	0.74189508944	4.615
J1643-4550	250.80633	-45.84847	1.39371250856	4.378
J1644-33	251	-33	2.518892	7.786
J1644-44	251.15	-44.17	5.750081	9.51
B1641-45	251.205304	-45.986031	2.197424522481	4.5
J1644-46	251.02	-46.43	3.9850068	4.284
J1644-4657	251.1604	-46.9606	7.938887556	6.749
B1642-03	251.2585025	-3.2993942	2.57938244186	3.846
J1645+1012	251.3934	10.20446	2.433914834963	3.914
J1646-1910	251.5778	-19.171	0.2075663829	2.616
J1646-2142	251.5755	-21.7025	170.940171	0.965
J1646-4308	251.7304	-43.1353	1.1895132775	16.16
B1643-43	251.7137	-43.7772	4.3177272236	6.226
J1646-5123	251.65146	-51.38739	1.88652475351	10.974
B1641-68	251.72879	-68.53103	0.560031669373	1.245
J1647-3607	251.94379	-36.1178	4.7099515469	16.871
J1647-4552	251.7925	-45.87133	0.0942448774	*
J1647+6608	251.88551	66.13951	0.62507876955	2.061
J1648-3256	252.025292	-32.94467	1.389941423107	6.729
J1648-4458	252.0542	-44.9739	1.5882304862	5.518
J1648-4611	252.09185	-46.18771	6.0621606076	4.468
J1648-6044	252.21346	-60.74042	1.71301809003	5.567
J1649+2533	252.4343	25.55194	0.9849718978	25
J1649-3012	252.44292	-30.20583	292.02	*
J1649-3805	252.45092	-38.09975	3.81641963682	8.839
J1649-3935	252.27783	-39.5956	1.29716868462	13.459
J1649-4349	252.3351	-43.8228	1.14848595852	4.408
J1649-4653	252.3525	-46.88592	1.79521547256	4.964
J1649-4729	252.3261	-47.4981	3.3591743451	14.32
J1649-5553	252.3796	-55.8944	1.62980401915	11.604
J1650-1654	252.613206	-16.911745	0.571574977551	1.055
J1650-4126	252.55489	-41.44272	3.23710835821	4.869
J1650-4341	252.68617	-43.69189	3.23207912775	5.342
J1650-4502	252.6346	-45.0437	2.6255691627	3.918
J1650-4601	252.57758	-46.02183	7.8664037135	*
J1650-4921	252.64629	-49.351044	6.393872581394	5.307
J1651+14	252.75	14.36667	1.207729	25
B1648-17	252.8823	-17.1561	1.027333553063	0.836
B1648-42	252.95332	-42.769436	1.18472094037	5.2
J1651-4519	252.988	-45.32	1.9325792514	5.061
B1647-52	252.929008	-52.382883	1.5746588888	6.284
B1647-528	252.92254	-52.92992	1.12291858733	5.809
J1651-7642	252.7828	-76.71097	0.56969958858	3.361
J1652-1400	253.06949	-14.00761	3.27388977245	0.598
B1649-23	253.2439	-24.0641	0.5869443142906	3.369
J1652+2651	253.01279	26.86122	1.09193730211	25
J1652-4406	253.2479	-44.1014	0.12974909238	5.108
J1652-4838	253.22	-48.75	264.19215	4.395
J1653-0158	253.4085575	-1.97691472	508.21219457426	0.84
J1653-2054	253.37929	-20.91531	242.18087063654	2.631
B1650-38	253.41582	-38.63911	3.27828740321	5.44
J1653-4030	253.3926	-40.5004	0.98099656939	17.188
J1653-4105	253.35572	-41.09044	2.00409610806	14.022
J1653-4249	253.4176	-42.8176	1.63249783074	4.475
J1653-4315	253.3737	-43.2503	2.3850424939	4.004
J1653-45	253.47	-45.28	1.05155	3.507
J1653-4854	253.4862	-48.9142	0.3268497668	15.188
J1654-23	253.51	-23.58	1.83365211	4.071
J1654-26	253.6625	-26.605	0.615866	6.603
J1654-2713	253.5984	-27.2171	1.26290939372	4.942
J1654-3710	253.68511	-37.1825	1.06477508236	19.006
J1654-4140	253.5979	-41.6733	0.7849631666	4.645
J1654-4245	253.592	-42.7608	0.9078078525	10.606
J1655-3048	253.85221	-30.8117	1.84183813866	10.67
J1655-3844	253.9111	-38.7358	0.83791449172	19.04
J1656+00	254.2	0.43	0.667624	3.94
J1656-3621	254.13731	-36.36658	1.36961215431	10.733
J1656+6203	254.04287	62.064	1.28840192872	25
J1657-0406A	254.3	-4.1	211.4	4.4
J1657-0406B	254.3	-4.1	136.1	4.4
J1657+3304	254.46117	33.076014	0.63683091551	2.366
J1657-4432	254.40304	-44.5389	1.64040072874	4.558
J1658-2823	254.5	-28.4	0.3	3.473
J1658+3630	254.6104992	36.5083597	30.277356639727	0.224
J1658-4306	254.5692	-43.1139	0.8573028021	5.254
J1658-47	254.6	-47.2	2.70735	23.425
J1658-4958	254.7288	-49.98289	2.39880767693	6.107
J1658-5324	254.6639316	-53.4019453	409.95436264371	0.88
B1657-13	254.9712	-13.0858	1.560164141185	0.485
J1659-4316	254.98492	-43.2683	2.10800829679	4.986
J1659-4439	254.91433	-44.6503	2.83051151693	12.689
J1659-54	254.85	-54	1.8363	5.658
J1700-0954	255.01345	-9.912	1.22352355821	0.217
J1700-3312	255.22076	-33.2129	0.736210585862	7.386
J1700-3611	255.2055	-36.1981	0.66930344771	9.288
J1700-3919	255.09279	-39.3167	1.78411007426	11.634
J1700-4012	255.16063	-40.2107	3.52370931957	6.699
J1700-4422	255.2236	-44.3742	1.3235647032	6.362
J1700-4939	255.094	-49.6542	1.72901662205	15.418
J1701-3006A	255.302123	-30.108381	190.78267088868	7.05
J1701-3006B	255.302782	-30.11362	278.2529621831	7.05
J1701-3006C	255.303608	-30.116504	131.35687282698	7.05
J1701-3006D	255.306513	-30.11182	292.58840407111	7.05
J1701-3006E	255.305306	-30.11303	309.2397115125	7.05
J1701-3006F	255.303426	-30.11439	435.7816702574	7.05
J1701-3006G	255.3083	-30.112	217.0090551	7.05
J1701-3130	255.4313	-31.51019	3.432398403432	5.251
B1658-37	255.32688	-37.44089	0.407395359535	12.947
B1657-45	255.37148	-45.56353	3.09685187348	19.589
J1701-4958	255.3035	-49.9758	1.24331061993	10.823
J1702-3932	255.55983	-39.5444	2.5619480526	15.19
J1702-4128	255.71883	-41.48006	5.49040871626	3.967
J1702-4217	255.6518	-42.2837	4.39434966955	4.715
J1702-4306	255.614	-43.11253	4.64018878013	5.047
J1702-4310	255.6123	-43.1778	4.157591601	4.326
J1702-4428	255.7192	-44.4675	0.47091938501	11.151
J1703-18	255.85833	-18.815	0.787253	1.416
B1700-18	255.9628813	-18.7707903	1.2432536715719	2.857
B1700-32	255.84392	-32.69668	0.8252288334107	3.167
J1703-38	255.86	-38.2	0.15521	14.17
J1703-4442	255.83579	-44.7117	0.5723136989	5.224
J1703-4851	255.97725	-48.866956	0.716124628374	4.114
J1704-3756	256.23944	-37.9452	3.27617017233	15.245
J1704-5236	256.16904	-52.61594	4.33447417766	9.485
B1659-60	256.062	-60.2817	3.264527695	1.589
J1705-04	256.2	-4.7	4.2109	0.21
J1705-1903	256.3625	-19.13444	403.19004	2.357
B1702-19	256.400416	-19.11073	3.344622243443	0.747
J1705-3423	256.426508	-34.39531	3.91501633777	3.843
J1705-3936	256.4046	-39.6081	1.1703001275	9.673
J1705-3950	256.37433	-39.8497	3.13537138295	3.426
J1705-4108	256.335	-41.146	1.1613492651	5.969
J1705-4331	256.39964	-43.52044	4.493148121	3.441
J1705-6135	256.3138	-61.5875	1.2367878759	5.577
J1706-3839	256.5888	-38.664	1.7056481134	17.644
J1706-4310	256.5188	-43.1725	1.6208005921	17.561
J1706-4434	256.5966	-44.575	2.32600103163	19.449
J1706+59	256.8	59.2	0.67719	3.931
J1706-6118	256.54081	-61.30325	2.763031441157	3.394
J1707+35	256.75	35.93	6.257822	1.68
B1703-40	256.84075	-40.8986	1.72111797519	4
J1707-4341	256.91712	-43.68667	1.1228454748	13.009
J1707-4417	256.92254	-44.2886	0.173497343752	14.053
J1707-4729	256.81478	-47.49292	3.75271644	12.833
J1708+02	257.1625	1.80167	2.434441	1.454
J1708-3426	257.24079	-34.44556	1.44484514046	4.638
J1708-3506	257.0734256	-35.1062889	221.96775106948	3.32
J1708-3641	257.14963	-36.6893	1.70193416389	11.313
J1708-3827	257.069	-38.46	0.8158057495	20.594
J1708-4008	257.1953	-40.1479	0.090857365	3.8
J1708-4522	257.0538	-45.3808	0.77051288025	23.091
J1708-52	257	-52	2.2241	3.295
B1701-75	257.01	-75.6564	0.8396136458	1.322
B1706-16	257.360172	-16.6827	1.53126700704	0.562
J1709+2313	257.27413	23.224403	215.92693118725	2.179
J1709-3626	257.43813	-36.4343	2.23285527591	16.081
J1709-3841	257.3166	-38.688	1.7036176706	4.3
J1709-43	257.45	-43.91	*	4.596
J1709-4342	257.3787	-43.704	0.576070636	6.45
J1709-4401	257.42246	-44.01978	1.1557549263	4.597
B1706-44	257.428033	-44.485622	9.759978135	2.6
J1710-2616	257.5204	-26.276	1.0480444462	5.201
J1710-37	257.62	-37.5	1.26157618868	6.09
J1710-4148	257.59896	-41.8053	3.48965561314	7.193
J1710+4923	257.51850454	49.38652178	310.536979440897	0.506
B1709-15	257.97942	-15.16104	1.151007262132	1.081
J1711-3826	257.9352	-38.4372	2.1488525385	4.146
J1711-4322	257.794	-43.38142	9.74485168391	3.986
B1707-53	257.97137	-53.83842	1.11205916031	4.498
J1712-2715	258.04879	-27.2647	3.91604531247	3.118
J1712-391	258.15	-39.72	1.2851009	4.355
J1712-392	258.15	-39.72	10.807574	4.843
J1713+0747	258.4563907697	7.793744379	218.811840394717	1.311
J1713-3844	258.2596	-38.741	0.6249554554	4.426
J1713-3949	258.37	-39.82	2.548086	3.885
J1713+7810	258.36279	78.17611	2.31200008722	4.58
J1714-1054	258.66717	-10.90303	1.436206418688	0.215
J1714-3810	258.5239	-38.17525	0.2614423	13.2
J1714-3830	258.5825	-38.50639	11.884954	*
J1715-3247	258.8477	-32.7917	0.79351598457	4.047
J1715-3700	258.7902	-37.001	1.2826628261	5.013
J1715-3859	258.90787	-38.9903	1.07746138421	5.158
J1715-3903	258.80867	-39.04919	3.5907423095	3.737
J1715-4034	258.9205	-40.5717	0.482589475307	3.917
J1715-4254	258.7939	-42.915	1.74293348861	18.772
J1715+46	258.95	46.05	1.824485	1.754
J1716+34	259.03333	34.60306	473.933649	*
J1716-3720	259.0473	-37.3456	1.58651157291	5.375
J1716-4005	259.17525	-40.0908	3.2070528011	5.418
J1716-4111	259.18461	-41.18597	0.96518829086	4.387
J1716-4711	259.00462	-47.18358	1.79912996097	21.907
J1717+03	259.5	3.18	0.256345	1.238
B1714-34	259.33435	-34.41655	1.52369521716	25
J1717-3737	259.3165	-37.6267	1.46537617985	4.334
J1717-3847	259.327	-38.784	0.8699442722	5.012
J1717-3953	259.3565	-39.899	0.92121695876	6.537
J1717-4043	259.4496	-40.7306	2.51346307238	14.244
J1717-40435	259.2583	-40.725	2.857726584	16.635
B1713-40	259.46817	-41.05494	1.12648201282	7.283
J1717+4308A	259.27706833	43.13430017	316.48368670253	8.3
J1717-5800	259.39854	-58.0015	3.10758444738	11.223
J1718-3714	259.5775	-37.238	0.77556728669	5.326
J1718-3718	259.5417	-37.315	0.29598283922	3.918
J1718-3825	259.556521	-38.42168	13.39227352093	3.488
J1718-41	259.55	-41.12	1.823423	11.597
J1718-4539	259.54958	-45.6544	1.69355814663	13.803
J1719-1438	259.7919705	-14.633595	172.70704460237	0.336
J1719-2330	259.9004	-23.5	2.20267861652	4.274
J1719-3458	259.800588	-34.97289	2.025215005222	16.425
B1715-40	259.75718	-40.11653	5.28836132017	9.783
J1719-4302	259.95321	-43.0365	4.24673171	13.437
J1720+00	260.2	0.67	0.297885	2.555
B1718-02	260.23862	-2.20664	2.093296799451	2.357
B1717-16	260.10503	-16.5594	0.638732285846	0.988
J1720+2150	260.00542	21.83689	0.61894065595	5.583
