NAME	RAJD	DECJD	F0	DIST
J1022-5813	155.6171	-58.225	0.60837390099	4.245
J1023+0038	155.94869667	0.64467931	592.42145906986	1.19
J1023-5746	155.762	-57.7681	8.970827684	2.08
J1024-0719	156.161130712	-7.32208671	193.715683411625	1.22
J1028-5819	157.1167	-58.3181	10.9405323	1.423
J1031-6117	157.7593	-61.29739	3.2635921412	3.383
J1032-5206	158.1154	-52.10236	0.415347538228	2.096
B1030-58	158.020317	-59.19856	2.15418526489	3.005
J1034-3224	158.5813	-32.40722	0.869118997779	1.636
J1035-6345	158.76283	-63.755114	1.72539706537	2.167
J1035-6720	158.864492	-67.3368589	348.18864014054	1.461
J1036-4926	159.05467	-49.43922	1.95936510762	2.313
J1036-6559	159.0835	-65.985908	1.8744076182	2.052
J1036-8317	159.169004	-83.298894	293.42723	0.934
J1038+0032	159.61222	0.54544	34.66017334965	5.094
B1036-58	159.58208	-58.52422	1.51059205845	0.917
B1039-19	160.40082	-19.70378	0.7213091662526	2.533
B1039-55	160.502022	-55.3516092	0.854067790376	2.789
J1043-6116	160.980254	-61.280767	3.46493998447	3.055
J1044-5737	161.1367	-57.622	7.192749594	1.895
J1045-0436	161.2	-4	41.7	0.335
J1045-4509	161.45910336	-45.16502896	133.793149524054	0.34
J1046+0304	161.6801	3.0686	3.06493262635	4.739
B1044-57	161.57838	-58.23111	2.70688676029	2.34
J1047-3032	161.75339	-30.53833	3.027293603866	2.144
J1047-6709	161.867842	-67.164185	5.03901582561	1.765
J1048+2339	162.1809098	23.6648345	214.35478534113	2.002
B1046-58	162.05438	-58.53506	8.0824184675	2.9
J1048-5838	162.05234	-58.63862	0.812146609824	1.008
J1049+5822	162.4079	58.3714	1.37434776862	1.12
J1049-5833	162.4597	-58.5624	0.45406557389	3.004
J1050-5953	162.5297	-59.88928	0.154988861	9
J1052-5954	163.1588	-59.91225	5.5373591568	3.143
J1052-6348	163.2225	-63.80461	2.60531718877	1.994
J1054-5943	163.74062	-59.72058	2.88260068591	2.585
J1054-5946	163.62692	-59.77528	4.37973627453	2.327
J1054-6452	163.5368	-64.8771	0.54347721486	2.342
J1055-6022	163.9521	-60.3811	1.0553439136	3.597
J1055-6028	163.91329	-60.47708	10.0340320774	3.83
J1055-6236	163.9775	-62.61342	2.22898127379	1.883
J1055-6905	163.9363	-69.0865	0.3425364911	2.035
J1056-5709	164.1825	-57.1596	1.47911075457	3.062
B1054-62	164.1066	-62.979914	2.36714106186	2.4
J1056-7117	164.191583	-71.298165	38.008828488	1.689
J1057-4754	164.47141	-47.916	1.591581479875	0.639
B1055-52	164.496021	-52.448981	5.07318862008	0.093
J1057-5851	164.2896	-58.8519	1.6119541713	*
B1056-78	164.3654	-79.23989	0.74216802567	1.439
J1058-5957	164.64271	-59.96011	1.62266467308	2.588
B1056-57	164.7537025	-57.704042	0.843879990895	1.645
J1059+6459	164.8646	64.9922	0.2753933549	1.944
J1101-6101	165.4373	-61.02767	15.9235474	7
J1101-6424	165.404968	-64.4109256	195.72256536982	2.175
J1102+02	165.5	2	246.91358	25
J1103-5403	165.888725	-54.062013	294.749654528	1.683
J1103-6025	165.88117	-60.42677	2.52151642157	2.378
J1104-6103	166.07192	-61.05108	3.55991857227	1.327
J1105-4353	166.3535	-43.8847	2.848095175	0.127
J1105-6037	166.252	-60.62119	5.1298291239	*
J1105-6107	166.35892	-61.130261	15.8222513304	2.36
J1106-6438	166.6185	-64.65	0.36792650225	2.153
J1107-5907	166.89358	-59.12186	3.95611366927	0.115
B1105-59	166.9946	-59.7844	0.659399658	1.915
J1107-6143	166.8012	-61.7331	0.55574214058	2.937
B1107-56	167.501547	-56.625714	1.79129810299	2.447
J1110+58	167.7	58.9	1.26048	25
J1111-6039	167.9525	-60.65722	9.374707	*
J1112-6103	168.06171	-61.05864	15.3936498245	4.464
B1110-65	168.160058	-66.2179619	2.9920963178	2.534
B1110-69	168.21158	-69.442314	1.21878739947	2.076
B1112-60	168.5945	-61.00892	1.13525643826	5.477
J1115-0956	168.864	-9.94808	0.762838173423	1.061
B1112+50	168.91	50.503414	0.6037044172606	0.923
J1115-6052	168.973842	-60.871836	3.8494203652	2.185
J1116-2444	169.09692	-24.74892	1.15214158684	0.839
B1114-41	169.17953	-41.37888	1.060267870514	0.28
J1117-6154	169.3492	-61.9061	1.97981715324	3.976
J1117-6447	169.4375	-64.7994	0.8655970492	2.752
J1119-6127	169.80958	-61.46375	2.4512027814	8.4
B1118-79	169.92	-79.6084	0.43848164052	0.814
J1120-24	170	-24	2	0.098
J1120-3618	170.0933	-36.3089	180.18018	0.954
B1119-54	170.32954	-54.73475	1.86641502544	2.324
J1122-3546	170.5	-35.76667	128.205128	0.656
J1123-4844	170.815213	-48.739653	4.08432533371	1.858
J1123-6102	170.9237	-61.03506	1.56192953538	3.487
J1123-6259	170.98138	-62.98637	3.68409189328	2.187
J1123-6651	170.96754	-66.863631	4.29227964746	1.675
J1124-3653	171.00465	-36.888639	414.937759	0.99
J1124-5638	171.2353	-56.64436	5.3890932493	2.639
J1124-5916	171.1625	-59.2719	7.381334652	5
J1124-6421	171.2479	-64.3547	2.087253088	2.702
J1125-5825	171.4348568	-58.4213555	322.350432991279	1.744
J1125-6014	171.48012346	-60.235193179	380.173093964712	0.988
J1125+7819	171.4994027	78.33019874	238.004053174088	0.903
J1126-2737	171.5	-27.6	2.79204	0.436
J1126-38	171.57	-38.63	1.126697	1.013
B1124-60	171.7192	-60.9111	4.93250089912	2.426
J1126-6942	171.59025	-69.70439	1.72586751278	1.185
J1128-6219	172.1946	-62.3192	1.9380464291	7.401
J1129-53	172.34	-53.5	0.94084	1.457
J1130-5826	172.56804	-58.43397	6.16053837508	2.408
J1130-5925	172.5435	-59.42614	1.46846364391	2.387
J1130-6807	172.632971	-68.124589	3.900874118388	1.972
J1132+25	173.21	25.2	0.998004	25
J1132-4700	173.0605	-47.01014	3.07093909124	2.688
J1132-5627	173.06558	-56.45803	5.7088623902	2.911
B1131-62	173.4644	-62.84739	0.97763642902	7.448
J1135-49	173.98	-49.43	*	2.129
J1135-6055	173.784896	-60.9268	8.7	*
B1133+16	174.0129992	15.8539397	0.8418124429095	0.372
B1133-55	174.009	-55.41858	2.74188009974	1.518
J1136-6527	174.1051	-65.45542	0.84082437435	1.955
J1137-6700	174.3837	-67.00917	1.79786252078	2.603
J1137+7528	174.2585721	75.46730864	397.98739631853	3.833
J1138-6207	174.59008	-62.13314	8.50602014261	7.183
J1139-6247	174.82125	-62.79028	8.3	*
J1141-3107	175.35679	-31.13128	1.857245468053	0.783
J1141-3322	175.42815	-33.377031	3.43091071248	1.853
J1141-6545	175.279225	-65.7553092	2.538723048486	10
J1142+0119	175.708937	1.32658	197.032753471488	2.169
J1142-6230	175.7188	-62.5011	1.7908842305	3.483
J1143-5158	175.81277	-51.977747	1.480064901357	2.397
J1143-5536	175.79079	-55.60125	1.45909041905	2.22
J1144-6146	176.145	-61.7803	1.01236803003	1.395
J1144-6217	176.0088	-62.29175	1.17555097079	2.645
B1143-60	176.5321467	-60.516562	3.65798554138	1.634
J1147-66	176.75	-66	268.817204	1.789
J1148-5725	177.1189	-57.4202	0.28090382915	2.063
J1148-6415	177.157	-64.2592	0.30854403133	2.454
J1151-6108	177.98692	-61.13822	9.83930483813	2.227
J1152-5800	178.0417	-58.0094	0.55871244649	2.156
J1152-6012	178.2242	-60.2058	2.6555518314	1.367
J1153-2117	178.2	-21.3	0.426716	2.331
J1154-19	178.5	-19	90.1	0.121
J1154-6250	178.5837	-62.83408	3.5459520376	1.358
J1156-1318	179.2	-13.3	*	2.228
J1156-5707	179.031	-57.11725	3.4672047206	2.848
J1156-5909	179.0896	-59.15342	0.9634551343	2.331
J1157-5112	179.284025	-51.215594	22.94144832067	0.961
B1154-62	179.31336	-62.414147	2.49671858339	4
J1159-6409	179.8404	-64.1658	1.49815980984	2.035
J1159-7910	179.8988	-79.16822	1.9044925943	1.607
J1201-6306	180.34588	-63.1165	1.6888011384	9.538
B1159-58	180.61802	-58.342678	2.20846545759	1.887
J1203-6242	180.98042	-62.71222	9.94	*
J1204-6843	181.153	-68.72144	3.237703843385	1.906
J1207-4508	181.83025	-45.13586	0.565026707	2.634
J1207-5050	181.8433497	-50.8440778	206.493931730035	1.267
J1208-6238	182.0582	-62.63425	2.26968010518	*
J1210-5226	182.5038	-52.44122	2.357763502865	2.6
J1210-5559	182.52494608	-55.98440281	3.57439188715	2.372
J1210-6322	182.6949	-63.37247	0.85970794485	9.548
J1210-6550	182.675	-65.8346	0.23601548	0.923
J1211-6324	182.8508	-63.41256	2.30902127626	8.049
J1214-5830	183.53508	-58.50719	1.09911524378	1.883
J1215-5328	183.7526	-53.47544	1.57130387616	3.275
J1216-50	184.08	-50.45	0.1574	2.302
J1216-6223	184.1748	-62.39917	2.673417841032	18.316
J1216-6410	184.030582	-64.169229	282.53570587239	1.098
J1220-6318	185.0744	-63.3129	1.26708664431	8.948
J1221-0633	185.35333	-6.56417	518.134715	1.251
J1222-5738	185.7179	-57.6389	0.9249294629	1.408
J1223-5856	185.91725	-58.94692	3.4657068516	4.77
J1224-6208	186.1844	-62.14475	1.70718030852	9.876
B1221-63	186.09273	-64.131631	4.61936868862	4
J1225-5556	186.432613	-55.945317	0.981881470652	1.929
J1225-6035	186.3693	-60.59378	1.59661787292	2.194
B1222-63	186.4283	-64.1453	2.3831210694	9.846
J1226+0005	186.56	0.0956	0.437622173394	1.868
J1226-3223	186.69428	-32.3836	0.161472523874	2.175
J1227-4853	186.994683	-48.8952058	592.987773605	1.613
J1227-6208	186.7518387	-62.1454969	28.962140551253	9.469
J1227-63	186.8	-63.15	2.2493243	9.406
J1231-1411	187.797138	-14.195453	271.4530196103	0.42
J1231-4609	187.9407	-46.16256	1.13994009766	1.965
J1231-5113	187.89875	-51.22639	4.84	*
J1231-6303	187.8042	-63.055	0.74006295676	8.279
J1231-6511	187.93292	-65.19667	4.04	*
J1232-4742	188.0796	-47.7141	0.53390443254	0.871
J1232-6501	188.07433	-65.017592	11.32734917043	5.423
J1233-6312	188.381	-63.2081	1.7706655597	10.02
J1233-6344	188.4162	-63.7486	1.32119257131	10.379
J1234-3630	188.55	-36.51142	1.75672140249	5.99
B1232-55	188.829	-54.95	1.56682392	1.741
J1235-6354	188.9905	-63.90844	3.89441988715	10.296
J1236-0159	189.01	-1.986	0.277965126528	2.039
J1236-5033	189.24646	-50.56008	3.39259321569	2.755
J1237-6725	189.3579	-67.42608	0.4737149506	3.036
J1238+2152	189.5966	21.8697	0.89398205209	2.555
B1237+25	189.918589	24.897025	0.723353935998	0.84
J1239+32	189.8	32	212.8	2.224
J1239-48	189.75	-48	1.529286	5.355
B1236-68	189.99567	-68.54137	0.768094857398	1.575
B1237-41	190.07338	-41.41436	1.9522019243	1.682
J1242+39	190.64	39.63	0.763359	25
J1243+17	190.75	17.86667	0.82203	0.405
J1243-5735	190.8974	-57.59522	2.1221290457	14.144
B1240-64	190.821254	-64.389925	2.574101117947	2
J1244-1812	191.1074	-18.2045	0.29194321051	1.085
J1244-5053	191.04783	-50.88906	3.63362703526	3.422
J1244-6359	191.19872	-63.9965	6.7900504626	8.497
J1244-6531	191.1596	-65.52	0.64648807571	10.862
J1245-6238	191.338	-62.6489	0.43800223922	9.956
J1246+2253	191.70568	22.89535	2.110280928271	2.465
J1248-6344	192.1932	-63.736	5.0419709708	10.699
J1248-6444	192.13696	-64.7333	0.809786434982	5.969
J1249-6507	192.4763	-65.12217	2.30178801032	5.123
J1251-7407	192.97058	-74.12084	3.05756410294	1.86
J1252+53	193	53.7	4.5433154101	3.191
J1252-6314	193.1776	-63.24242	1.21456613923	7.317
J1253-5820	193.368092	-58.344692	3.913950584488	1.641
J1254-6150	193.6353	-61.84744	5.4199894818	1.531
J1255-46	193.8	-46	19.230769	1.359
J1255-6131	193.97858	-61.51947	1.51981774632	4.824
J1255-62	193.82	-62.8	5.4671245678	19.757
B1254-10	194.2698437	-10.4515419	1.6199377532557	25
B1256-67	194.84433	-67.694519	1.5075450023	1.574
B1257+12	195.0149029	12.68235336	160.809658661836	0.709
J1300-6602	195.11221	-66.038	0.87464894928	15.566
J1301+0833	195.40942	8.56597	543.478261	1.233
J1301-6305	195.4407	-63.0927	5.4192289772	10.717
J1301-6310	195.3679	-63.17792	1.50641057305	1.458
J1302-3258	195.60833	-32.98	265.251989	1.431
J1302-63	195.52	-63.748	3.07008076	25
J1302-6313	195.58	-63.2247	1.0332220002	11.331
B1259-63	195.69849307	-63.83573016	20.9369242	2.632
J1303+38	195.82	38.22	2.523341	3.19
J1303-6305	195.7501	-63.0836	0.43353073142	10.248
J1304+12	196.1125	12.04111	239.23445	*
J1305-6203	196.3381	-62.05585	2.33768482203	11.586
J1305-6256	196.3667	-62.9442	2.0910399795	25
B1302-64	196.34779	-64.92458	1.74931666048	11.9
J1305-66	196.4	-66.65	5.069033	11.627
J1306-4035	196.73458	-40.58981	453.611	4.7
J1306-6242	196.6858	-62.7008	1.01843145175	11.43
B1303-66	196.65883	-66.28922	2.11404065516	15.872
J1307-6318	196.978	-63.3097	0.2015142891	10.783
J1307-67	196.9	-67.06	0.273883	1.093
J1308+2127	197.20112	21.451883	0.09696948954	*
J1308-23	197	-23	353.4	1.713
J1308-4650	197.18579	-46.84158	0.94443595753	2.188
J1308-5844	197.08783	-58.73717	2.151927137	6.462
J1309-6415	197.319	-64.2664	1.6143260283	11.977
J1309-6526	197.2512	-65.43794	2.51071975157	11.256
B1309-12	197.96937	-12.46712	2.234548432167	25
J1311-3430	197.9405175	-34.5084306	390.56839326407	2.43
J1312+0051	198.194343	0.8500289	236.517386031723	1.471
B1310+18	198.2	18.2	30.153936	17.9
J1312+1810B	198.2	18.2	160.3	17.9
J1312+1810C	198.2	18.2	79.8	17.9
J1312+1810D	198.2	18.2	164.7	17.9
B1309-53	198.019617	-54.04514	1.37333511678	4.905
B1309-55	198.22305	-55.27981	1.1775198318	4.187
J1312-6400	198.0298	-64.0154	0.410267772176	1.526
J1313+0931	198.3458	9.5322	1.17794960689	1.08
J1314-6101	198.597	-61.0211	0.33916820176	8.539
J1316-6232	199.1929	-62.53672	2.9169367397	25
J1317-0157	199.2	-2	343.6	25
J1317-5759	199.44287	-57.99181	0.378472698022	3.765
J1317-6302	199.4362	-63.04783	3.827450039	12.771
B1316-60	199.83437	-60.946331	3.51675963943	11.852
J1319-6105	199.85967	-61.09061	2.37463069425	12.173
J1320-3512	200.05283	-35.2072	2.1810802309	0.873
B1317-53	200.224671	-53.984722	3.57477758544	2.204
J1320+67	200	67.5	0.97218	25
J1321-5922	200.4148	-59.38114	0.78182562203	25
B1322+83	200.440131	83.3942867	1.492453962361	1.087
J1322-62	200.72	-62.85	0.957074	15.752
J1322-6241	200.634	-62.6982	1.97605646475	12.236
J1322-6329	200.575	-63.4936	0.36176709061	12.376
J1324-6146	201.183	-61.7667	1.1846817214	25
J1324-6302	201.0569	-63.03919	0.402608307097	11.685
J1326+33	201.7	33.8	24.096386	0.344
J1326-4728A	201.665292	-47.503233	243.380880198	5.2
J1326-4728B	201.70651	-47.490172	208.686833122	5.2
J1326-4728C	201.68333	-47.5	145.6057622	5.2
J1326-4728D	201.68333	-47.5	218.39623734	5.2
J1326-4728E	201.68333	-47.5	237.658566471	5.2
B1323-58	201.74257	-58.991469	2.09207816446	3
B1323-63	201.635137	-64.1455	1.26155286486	11.992
B1322-66	201.51138	-67.01367	1.84156961608	6.697
J1327-0755	201.98995	-7.924944	373.42370426279	25
B1323-62	201.82157	-62.379294	1.88704458069	4
B1323-627	201.7809667	-63.020975	5.08957797539	6.218
J1327-6400	201.7928	-64.00364	3.56280182998	12.991
B1325-43	202.0268	-43.96226	1.8772334266	1.424
B1325-49	202.13992	-49.35928	0.67625992957	8.396
J1329+13	202.2	13.7	*	1.087
J1329-6158	202.264	-61.9831	0.6388886552	11.872
J1331-5245	202.75004	-52.75706	1.5429321319	8.933
J1332-03	203	-3.4	0.90383	25
J1332-3032	203.2187	-30.5381	1.53743384519	0.882
J1333-4449	203.43679	-44.82395	2.89349383178	1.434
J1334+10	203.63	10.08	1.097574	25
J1334-5839	203.625455	-58.654596	9.283480899007	2.495
J1335-3642	203.9	-36.7	2.50506	2.495
J1335-5656	203.7725	-56.93361	308.86	*
J1336-2522	204.08683	-25.36711	2.09141367214	5.349
J1336+33	204	33.8	0.331895	0.719
J1337-4441	204.36562	-44.69508	0.79522136051	25
J1337-6306	204.3348	-63.10647	4.80877862491	12.932
J1337-6423	204.382846	-64.384699	106.11873496995	5.952
B1334-61	204.53853	-62.07186	0.80710212469	12.363
J1339-4712	204.985786	-47.201533	7.29635909556	1.212
J1339-6618	204.9858	-66.30217	1.79153927781	7.327
B1336-64	205.0013	-64.94525	2.641156153	1.402
J1341-6023	205.28071	-60.39297	1.59417077842	7.278
B1338-62	205.4276	-62.33908	5.172242227	12.599
J1342+2822A	205.5	28.4	392.967704	10.2
J1342+2822B	205.5461962	28.3778169	418.51147259915	10.2
J1342+2822C	205.54833	28.37722	461.7	10.2
J1342+2822D	205.542	28.377	183.7230504	10.2
J1342+2822E	205.5	28.4	182.8	10.2
J1342+2822F	205.5	28.4	227.3	10.2
J1343+6634	205.99692	66.57362	0.71730671014	25
J1344-5855	206.22104	-58.92355	3.96199763646	7.537
J1344-6059	206.165	-60.9919	1.8515010219	7.414
J1345-6115	206.4351	-61.2585	0.79803072187	5.565
J1346-4918	206.59312	-49.302	3.337504025	2.529
J1347-5947	206.83075	-59.79439	1.63944705212	6.285
J1348-6307	207.1767	-63.1178	1.0778507462	10.64
J1349-6130	207.4026	-61.50476	3.85557384197	5.48
J1349-63	207.32	-63.93	2.6807208	9.312
J1350-5115	207.567329	-51.256822	3.38180924275	3.304
J1350-6225	207.68521	-62.42883	7.2381013428	*
J1352-6803	208.14354	-68.06031	1.59007147571	9.902
J1354+2454	208.5	24.9	0.2	3.732
J1354-6249	208.646	-62.825	0.3387604641	5.159
B1352-51	208.99455	-51.898319	1.55206115637	4.984
J1355-5747	208.904	-57.7875	0.49051495513	6.443
J1355-5925	208.9963	-59.41692	0.82414329311	7.208
J1355-6206	208.8389	-62.10558	3.61528921957	7.542
J1356-5521	209.21066	-55.3536	1.97091106075	7.317
B1353-62	209.35	-62.47	2.194132	6.481
J1357-6429	209.26012	-64.49172	6.0201677725	3.1
J1358-2533	209.67	-25.55	1.095325	2.545
J1358-6025	209.60792	-60.43222	16.52	*
B1356-60	209.9927	-60.635431	7.84261649184	5
J1400-1431	210.1541817	-14.5297348	324.22969197632	0.278
J1400+21	210.08	21.4	*	0.908
J1400-6325	210.1904	-63.4285	32.0701941	7
B1358-63	210.46854	-63.96167	1.18651362793	1.8
J1402+13	210.75	13.15333	169.779287	*
B1359-51	210.7333	-50.362	0.724541971	1.285
J1403-0314	210.92083	-3.25778	2.757601	25
J1403-6310	210.8083	-63.1742	2.505197176	5.667
J1403-7646	210.7671	-76.78264	0.7655808261	5.307
J1404+1159	211.15411	11.98778	0.377295945018	2.189
J1405-4656	211.339273	-46.933975	131.54081035554	0.669
J1405-5641	211.30171	-56.69006	1.61923735551	12.383
J1406-4233	211.51996	-42.55572	0.41037503068	6.785
J1406-5806	211.505	-58.1089	3.4680167191	5.567
J1406-6121	211.7085	-61.35775	4.6931907774	7.292
J1407-6048	211.9943	-60.8163	2.0310993539	7.86
J1407-6153	211.985	-61.8997	1.4252832	8.205
J1409-6953	212.3204	-69.89289	1.8918226336	8.751
J1410-6132	212.598296	-61.535597	19.979243	13.51
J1410-7404	212.53071	-74.081478	3.587708521163	1.336
J1411+2551	212.828608	25.852331	16.0120678426887	1.131
J1412-6111	213.2484	-61.19181	1.88980045187	5.284
J1412-6145	213.0318	-61.75791	3.1720007909	7.097
J1412+7922	213.23278	79.36775	17.182404832	*
J1413-6141	213.2911	-61.6869	3.5010987476	8.469
J1413-6205	213.3746	-62.0939	9.112389504	2.15
J1413-6222	213.2728	-62.3744	3.4198825526	13.087
B1409-62	213.38048	-63.126514	2.531993056604	3.037
J1414-6802	213.6071	-68.0494	0.215973948926	5.42
J1415-6621	213.88029	-66.35339	2.5479071964	10.428
J1416-5033	214.1858	-50.5547	1.2580475	1.423
J1416-6037	214.1275	-60.6332	3.3831733187	5.083
J1417-4402	214.3775	-44.0493	375.34494	4.4
J1418-3921	214.70951	-39.35514	0.911738262646	4.081
J1418-5945	214.6346	-59.75	0.59787312095	6.14
J1418-6058	214.6779	-60.9636	9.043798163	1.885
B1417-54	215.12129	-54.27297	1.06863614348	4.399
J1420-5625	215.012758	-56.431944	29.31078830923	1.328
J1420-6048	215.03432	-60.80456	14.667084337	5.632
J1421-4409	215.3373495	-44.1512647	156.599195693311	2.085
J1422-6138	215.617904	-61.6412	2.932827817	*
J1423-6953	215.86163	-69.89523	2.99930377007	4.704
J1424-5556	216.05317	-55.93719	1.29806938188	6.205
J1424-56	216.1	-56.68	0.700771	0.949
J1424-5822	216.13388	-58.38214	2.7267557238	6.695
J1424-6438	216.2467	-64.6361	0.9770360389	6.079
J1425-5723	216.40233	-57.39189	2.8307527983	1.065
J1425-5759	216.4963	-57.9862	1.41269354871	7.636
J1425-6210	216.2821	-62.168	1.9931026297	6.851
J1426+52	216.75	52.17	1.004218	25
J1427-4158	216.96154	-41.98231	1.70507182893	3.744
B1424-55	217.109333	-55.513906	1.75348642691	1.897
J1429-5911	217.4942	-59.1935	8.632402182	1.955
J1429-5935	217.3579	-59.5997	1.30904645391	7.685
J1430+22	217.5	22.4	*	25
J1430-5712	217.56738	-57.20872	2.03451016058	3.902
B1426-66	217.669729	-66.384875	1.273166302706	1.327
J1431-4715	217.9359071	-47.2576594	497.0293938516	1.562
J1431-5740	217.7645638	-57.6699083	243.27680485062	3.553
J1431-6328	213.3385	-63.46906	360.711889	4.924
J1432-5032	218.2178	-50.53814	0.49140303192	5.28
J1433+00	218.4	0.47	*	2.993
J1433-6038	218.3049	-60.643	0.51165822598	6.221
J1434-5943	218.74296	-59.72822	0.93273035618	3.212
J1434-6006	218.5221	-60.1081	3.2640499276	5.297
J1434-6029	218.6629	-60.4969	1.03804613136	4.808
J1434+7257	218.498904	72.9573644	23.957175395244	0.974
J1435-5954	218.750867	-59.91375	2.11418109778	1.064
J1435-6100	218.834485	-61.0160989	106.97507197376	2.816
J1437-5959	219.25796	-59.98372	16.2084738041	8.543
J1437-6146	219.3138	-61.7672	2.1385053298	4.253
J1439-5501	219.9155917	-55.0232281	34.922434246953	0.655
J1439+7655	219.8	76.9	1.05496	2.047
B1436-63	220.13025	-63.74678	2.17577321653	3.446
J1441-6137	220.4346	-61.6233	0.85045582777	3.882
J1443-5122	220.8624	-51.3739	1.3660058908	2.979
J1444-5941	221.1938	-59.6886	0.36228891961	3.844
J1444-6026	221.0251	-60.43594	0.210146920172	5.823
J1446-4701	221.64880023	-47.02410614	455.644016228211	1.569
J1447-5757	221.8675	-57.95722	6.3	*
J1449-5846	222.356	-58.77789	2.15829087809	4.169
J1452-5851	223.2192	-58.8537	2.586365680859	4.504
J1452-6036	223.216187	-60.608731	6.45193792529	6.135
J1453+1902	223.44049735	19.03669839	172.642909924795	1.269
B1449-64	223.3861	-64.221111	5.57144021375	2.8
J1454-5846	223.54545	-58.776317	22.10004678013	2.988
J1455-3330	223.94987774	-33.51288526	125.20024516752	0.684
J1455-59	223.78	-59.38	5.675652	6.692
J1456-48	224	-48	1.862857	9.338
B1451-68	223.999679	-68.727639	3.796840090121	0.43
B1454-51	224.41705	-51.38192	0.57198175779	0.994
J1457-5900	224.4125	-59.0142	0.66727280091	3.738
J1457-5902	224.3829	-59.0344	2.5592507223	6.366
J1459-6053	224.875	-60.88908	9.694559498	1.84
J1501-0046	225.43732	-0.7732	2.1550014352	2.131
J1501-5637	225.4625	-56.63	1.2772231067	4.938
J1502+28	225.54	28.2	0.264271	1.289
J1502+4653	225.58263	46.89094	0.57061078387	25
J1502-5653	225.73912	-56.89423	1.867398296125	3.961
J1502-5828	225.6825	-58.4783	1.4967703791	7.093
J1502-6128	225.6243	-61.48064	1.18750200688	5.189
J1502-6752	225.577562	-67.871322	37.39097199147	7.865
J1503+2111	225.9775	21.18592	0.301750014184	0.244
J1504-5621	226.2047	-56.3589	2.42139427868	3.548
J1504-5659	226.13328	-56.98872	0.597952964454	11.274
J1505-25	226.2	-25	1	4.019
B1503-51	226.665	-51.969	1.189430419	1.384
B1504-43	226.892396	-43.867792	3.48725495693	1.394
J1507-5800	226.7646	-58.01561	1.114511482668	5.893
B1503-66	226.952642	-66.682739	2.81170331276	4.792
B1508+55	227.3567908	55.525665	1.35193245777	2.1
J1509-5850	227.36315	-58.84889	11.2454488757	3.372
J1509-6015	227.2812	-60.25517	2.949517979	11.09
B1507-44	227.7037	-44.3686	1.0594664788	4.128
J1511-5414	227.963687	-54.244533	4.99041973147	2.43
J1511-5835	227.7792	-58.5911	3.3166335305	5.122
J1512-5431	228.0238	-54.5219	0.49006837858	5.115
B1508-57	228.1793	-57.9999	7.7700939204	6.835
J1513-2550	228.3471691	-25.8420236	471.90567042843	3.96
J1513-5739	228.4958	-57.6504	1.02726564911	5.89
B1509-58	228.48255	-59.136	6.59709182778	4.4
J1513-5946	228.43658	-59.77553	0.955915877647	3.757
J1513-6013	228.47508	-60.22403	0.51053305186	7.928
B1510-48	228.560679	-48.572214	2.19857371563	1.243
J1514-4946	228.5796421	-49.7709767	278.60300920296	0.908
J1514-5316	228.66733	-53.26731	3.37519461045	0.85
J1514-5925	228.74625	-59.42875	6.72054447215	3.906
J1515-5720	228.7885	-57.34726	3.48859614104	6.069
J1516-43	229.135	-43.3333	27.760652	3.037
J1517-32	229.25417	-32.43472	15.527492	0.966
J1517-4356	229.36392	-43.93831	1.536483323508	4.473
J1517-4636	229.3724	-46.60017	1.12788845583	7.675
B1516+02A	229.638823	2.090986	180.06362469727	7.5
B1516+02B	229.631075	2.087631	125.834587554	7.5
J1518+0204C	229.63662039	2.0799487	402.58822840843	7.5
J1518+0204D	229.63833	2.08111	334.67	7.5
J1518+0204E	229.64167	2.08278	314.27	7.5
J1518+0204F	229.6	2.1	377.4	7.5
J1518-0627	229.74629	-6.45214	1.25786689679	2.679
J1518-3952	229.73737	-39.87508	2.00322161917	12.297
J1518+4904	229.56999618	49.07618089	24.4289793809236	0.964
J1518-5415	229.55625	-54.2625	4.65279017907	3.768
J1519-5734	229.9483	-57.57044	1.92768191516	6.799
J1519-6106	229.8992	-61.1152	0.46418638191	5.047
J1519-6308	229.7898	-63.1387	0.79741533413	12.367
J1522-5525	230.5279	-55.4215	0.7196291211	2
J1522-5735	230.5221	-57.5833	9.790868913	*
B1518-58	230.676017	-58.4841153	2.52937565301	3.882
J1523-3235	230.90708	-32.59503	0.66452487729	7.997
J1524-20	231.2	-21	*	3.175
J1524-5625	231.20775	-56.42317	12.7846912824	3.378
J1524-5706	231.0893	-57.10962	0.89591729463	7.434
J1524-5819	231.10271	-58.32058	1.04053657139	7.546
J1525-5417	231.3681	-54.2889	0.98844095625	4.88
J1525-5523	231.40027	-55.39089	2.815663809202	3.132
J1525-5545	231.367225	-55.763845	88.02908501431	3.14
J1525-5605	231.4227	-56.0869	3.5669868822	5.078
J1526-2744	231.64167	-27.72611	401.606426	*
J1526-5633	231.6717	-56.5619	3.3124878843	4.796
B1524-39	231.99512	-39.52617	0.41363243246	1.691
B1523-55	231.919725	-55.8689867	0.953544682096	5.381
J1528-3146	232.1456425	-31.768566	16.441356954875	0.774
J1528-4109	232.03347	-41.158	1.899132733754	5.453
J1528-5547	232.1633	-55.7897	0.2884087222	4.471
J1528-5838	232.1013	-58.6336	2.81146362521	*
J1529-26	232.2	-26	1.3	3.008
J1529-3828	232.312944	-38.479403	117.8372326493	4.301
