nura, nudec, angerr
143.516, -38.279, 1.11
147.017, -22.059, 0.64
115.19, -17.357, 1.1
142.274, -39.788, 1.19
145.08, -12.729, 0.48
145.301, -40.838, 0.26
108.103, -33.505, 0.71
149.966, -25.642, 0.32
132.374, -13.621, 0.79
124.363, -26.25, 0.58
136.139, -29.035, 0.55
124.172, -37.815, 0.94
127.447, -6.743, 0.7
129.942, -44.719, 0.76
141.975, -11.862, 0.51
127.262, -17.803, 0.52
135.642, -15.671, 0.66
130.968, -9.553, 0.74
146.917, -28.039, 1.09
116.686, -34.598, 0.63
150.307, -28.725, 0.35
149.087, -35.114, 0.79
144.028, -12.47, 1.23
142.497, -11.338, 0.41
118.312, -14.391, 0.59
132.116, -7.638, 0.87
120.05, -38.191, 0.66
127.875, -27.413, 0.59
136.275, -38.687, 0.35
146.09, -39.827, 0.38
131.093, -33.715, 0.62
127.069, -10.355, 0.96
143.03, -19.418, 0.41
118.156, -36.279, 1.0
131.813, -40.325, 0.52
109.154, -29.479, 0.93
115.541, -38.073, 1.12
110.242, -19.214, 0.79
115.683, -18.73, 0.37
141.938, -31.336, 0.4
113.519, -19.121, 0.33
112.31, -36.427, 0.82
123.271, -17.041, 1.05
130.75, -28.961, 0.6
127.595, -22.612, 0.44
123.619, -22.394, 0.66
115.438, -15.877, 0.95
110.131, -20.518, 0.77
112.317, -15.432, 1.23
134.211, -42.504, 0.99
140.074, -27.641, 0.69
122.577, -8.17, 1.16
140.536, -36.147, 0.66
130.01, -17.163, 0.44
124.965, -32.662, 0.4
136.388, -21.884, 0.84
127.791, -24.977, 0.84
147.409, -32.876, 0.33
132.119, -38.914, 1.16
114.403, -38.855, 0.63
121.397, -29.003, 0.39
109.17, -29.744, 0.3
139.262, -42.573, 0.4
126.941, -18.252, 1.26
137.623, -17.991, 1.0
117.706, -12.986, 0.49
131.152, -30.02, 0.4
129.572, -13.153, 0.92
115.99, -25.269, 0.39
115.43, -12.821, 0.61
112.976, -31.279, 0.41
119.597, -17.793, 0.39
137.952, -41.953, 1.15
117.51, -38.092, 0.63
130.032, -18.1, 0.48
140.833, -11.099, 0.36
138.244, -32.598, 0.94
135.68, -29.753, 0.48
111.626, -37.77, 0.55
128.497, -12.248, 1.04
118.714, -11.511, 0.97
145.149, -32.745, 0.56
124.396, -17.351, 0.55
148.199, -33.628, 0.97
141.842, -20.249, 0.81
151.413, -28.637, 0.6
148.611, -21.502, 0.9
136.272, -15.406, 0.92
136.307, -11.895, 0.77
129.721, -9.276, 0.66
121.658, -22.261, 1.12
137.481, -11.274, 0.44
136.566, -40.961, 0.67
144.555, -19.908, 0.51
137.558, -22.654, 0.28
136.867, -34.784, 1.04
128.318, -21.938, 0.41
109.806, -34.259, 0.5
129.464, -29.325, 0.27
151.319, -32.75, 1.23
132.488, -35.105, 1.24
121.259, -38.146, 1.03
142.202, -17.313, 0.56
131.996, -12.509, 1.19
119.823, -39.382, 0.87
141.332, -32.071, 0.9
142.735, -10.913, 0.79
119.282, -18.495, 0.87
128.808, -26.878, 0.59
145.019, -20.557, 1.24
148.563, -19.893, 1.19
124.005, -31.246, 0.82
115.119, -20.616, 0.47
139.605, -33.71, 0.41
150.35, -29.181, 0.83
150.142, -21.334, 0.87
129.584, -11.62, 0.4
118.578, -28.89, 1.17
116.428, -26.112, 0.43
117.181, -37.387, 0.58
138.365, -12.174, 1.16
125.511, -20.865, 1.0
122.088, -25.872, 0.29
125.243, -35.028, 0.74
129.664, -39.839, 0.7
139.532, -35.375, 0.63
135.6, -10.853, 0.84
149.867, -31.61, 0.93
123.516, -23.483, 0.97
146.113, -15.307, 1.04
133.619, -25.72, 0.65
129.941, -27.137, 1.18
