nura, nudec, angerr
305.857, -33.932, 1.13
310.767, -25.374, 0.53
302.192, -20.351, 0.3
316.322, -18.148, 0.97
309.528, -18.777, 0.49
325.688, -20.393, 0.69
310.264, -10.201, 0.75
309.58, -13.753, 0.97
308.801, -28.763, 0.96
313.583, -32.747, 0.32
312.11, -9.844, 1.12
322.528, -27.415, 0.51
314.93, -9.558, 1.17
300.272, -27.007, 0.88
299.996, -19.638, 1.1
304.215, -33.728, 0.53
318.578, -27.754, 0.44
298.093, -16.99, 0.33
322.287, -9.194, 0.73
315.644, -25.112, 0.79
307.65, -13.673, 0.54
316.901, -0.11, 0.76
307.858, -27.307, 0.64
309.594, -4.489, 0.87
303.216, -33.191, 0.62
313.817, -25.232, 0.98
314.107, -22.298, 0.48
307.321, -5.216, 0.75
299.618, -5.605, 1.05
329.666, -22.544, 1.07
297.338, -21.529, 0.94
325.539, -28.149, 0.59
300.402, -0.668, 1.57
312.351, -26.824, 0.35
322.315, -4.831, 0.98
313.597, -16.872, 0.77
318.052, -29.718, 0.85
321.965, -19.776, 0.96
318.986, -26.871, 0.4
311.165, -10.544, 0.7
311.255, -16.511, 1.07
297.14, -29.203, 1.14
308.613, -13.777, 1.1
313.8, -12.14, 1.11
300.143, -30.375, 0.61
313.196, -31.789, 0.86
319.922, -1.892, 0.77
325.161, -29.683, 1.18
312.145, -24.991, 0.37
309.655, -0.134, 0.51
306.483, 0.908, 0.7
329.209, -26.19, 0.66
297.425, -25.977, 0.62
310.77, -24.438, 0.93
299.078, -3.861, 0.86
295.826, -16.212, 0.87
310.991, -25.415, 0.58
314.247, -35.828, 0.51
329.031, -23.113, 1.0
315.054, -28.017, 0.42
310.816, -28.517, 0.58
301.761, -22.889, 0.66
307.42, 0.335, 0.81
302.395, -9.734, 0.69
300.456, -8.655, 0.79
326.873, -18.343, 1.0
322.703, -0.506, 0.93
326.165, -19.355, 0.54
313.751, -26.983, 0.41
295.16, -19.467, 1.27
315.611, -16.002, 0.43
327.688, -8.931, 0.43
330.139, -21.001, 0.58
304.349, -21.32, 0.33
298.316, -10.65, 1.1
312.932, -9.801, 0.73
298.076, -5.159, 0.83
322.995, -4.712, 0.82
309.217, -2.905, 0.91
317.227, -21.879, 0.39
323.43, -4.743, 0.53
315.649, -33.489, 0.61
299.016, -17.065, 0.53
317.869, -25.454, 1.04
313.408, -35.923, 1.02
325.003, -26.017, 0.98
292.746, -15.087, 1.04
296.115, -25.362, 0.38
304.283, -7.189, 1.22
306.508, -15.586, 1.07
306.271, -32.645, 0.66
314.534, -18.599, 0.46
297.159, -9.319, 0.54
300.834, -31.965, 1.01
309.627, -33.985, 0.31
294.166, -11.343, 0.88
294.699, -22.249, 0.45
318.064, -20.428, 1.27
312.371, 1.176, 0.87
308.801, -32.147, 0.82
317.909, -19.49, 0.92
314.431, -32.597, 0.67
315.594, -18.797, 0.67
316.498, -15.108, 0.9
316.202, -11.832, 0.87
297.969, -26.951, 0.57
332.522, -17.243, 0.39
328.479, -13.468, 1.17
314.142, -14.622, 0.84
304.279, -20.393, 0.85
302.939, -23.301, 0.75
323.245, -16.036, 0.63
320.641, -32.711, 0.38
304.135, -10.417, 0.89
322.926, -20.08, 0.7
296.622, -7.598, 0.5
324.042, -30.759, 0.57
295.921, -22.637, 1.16
309.712, -35.719, 0.34
332.623, -15.302, 0.4
311.3, -25.448, 0.86
316.886, 1.403, 0.58
318.193, -20.134, 1.05
312.714, -22.291, 1.0
309.97, -20.935, 0.73
300.218, -15.065, 0.88
314.496, -32.887, 1.22
306.555, 0.078, 0.42
302.489, -16.485, 1.12
321.241, -17.071, 0.42
314.973, -0.629, 1.15
302.023, -15.102, 0.96
325.585, -28.503, 0.41
323.811, -9.397, 0.35
307.784, -25.464, 1.15
303.095, -29.778, 0.51
315.092, -16.777, 0.48
311.906, -2.561, 0.59
323.211, -30.233, 1.21
305.587, -26.627, 0.3
330.023, -13.448, 0.81
300.538, -18.655, 0.57
302.824, -13.787, 1.1
316.421, 1.796, 0.95
298.943, -18.39, 0.23
309.195, -30.719, 0.84
300.044, -15.794, 0.5
311.178, -28.244, 1.0
312.874, -31.017, 0.7
317.831, -0.374, 0.94
295.764, -17.892, 1.03
332.214, -13.357, 1.09
306.016, -34.811, 0.61
325.85, -21.165, 1.15
305.579, -19.093, 1.01
322.458, -10.697, 0.41
321.458, -13.982, 1.01
312.036, -27.122, 0.68
328.721, -9.646, 0.93
311.606, -19.137, 0.57
309.352, -8.195, 1.18
305.589, -26.669, 0.64
311.02, -9.231, 1.2
317.734, -4.773, 1.08
311.857, -25.09, 0.91
315.774, -29.375, 1.17
313.156, -28.096, 0.41
315.432, -12.266, 0.71
321.867, -26.73, 0.84
298.072, -6.751, 0.67
312.563, -4.349, 1.13
294.88, -10.374, 0.8
304.066, -9.787, 1.12
317.46, -30.452, 0.65
326.305, -22.445, 1.07
322.397, -13.337, 1.02
319.74, -18.527, 0.98
331.405, -24.606, 1.0
315.054, -34.373, 0.52
296.706, -11.898, 1.01
301.353, -9.869, 0.32
303.709, -30.546, 0.77
321.303, -14.009, 0.85
318.523, 0.771, 0.94
323.399, -23.725, 0.88
320.337, -0.723, 0.52
309.97, -4.019, 0.52
328.888, -24.719, 0.45
300.541, -10.926, 0.94
316.072, 2.609, 0.58
304.526, -24.966, 0.99
324.48, -17.643, 0.91
294.847, -13.719, 0.54
319.704, -19.23, 0.53
298.751, -5.003, 1.03
297.683, -3.389, 0.39
329.458, -27.394, 1.19
330.487, -20.073, 1.06
311.398, -18.95, 0.24
320.517, -7.458, 0.55
297.764, -21.2, 1.13
309.532, 0.499, 0.86
295.126, -27.805, 1.23
325.817, -3.81, 1.09
310.666, -9.331, 0.33
320.886, -33.22, 0.64
317.697, 2.586, 1.5
318.938, 2.221, 0.89
307.691, -0.482, 1.6
308.246, 0.548, 1.12
296.743, -9.896, 1.16
302.399, -10.647, 1.11
325.851, -9.288, 0.76
322.472, -18.591, 0.68
294.232, -15.64, 0.63
299.756, -7.931, 0.77
301.691, -23.048, 1.19
308.011, -4.502, 1.12
305.687, -30.066, 0.95
324.858, -2.432, 0.7
305.401, -34.612, 0.48
311.642, -2.942, 0.96
305.638, -33.612, 0.82
312.369, -17.012, 0.69
319.63, -9.804, 0.54
318.591, -24.929, 1.22
307.512, -22.133, 0.43
320.804, -17.234, 0.3
315.306, -18.732, 1.11
314.89, -22.574, 1.03
308.307, -11.995, 0.38
320.63, -34.721, 0.2
301.734, -17.443, 0.61
