nura, nudec, angerr
262.551, -42.079, 0.42
259.653, -27.0, 0.59
247.86, -35.157, 0.64
271.769, -40.459, 1.08
272.108, -22.049, 0.54
285.111, -32.594, 0.62
261.219, -33.475, 0.8
251.498, -20.676, 0.86
279.597, -37.822, 0.57
254.278, -44.372, 0.26
264.795, -8.359, 0.83
263.954, -25.821, 1.09
271.832, -9.601, 0.87
263.817, -46.338, 0.94
281.949, -35.418, 1.16
266.026, -46.167, 0.64
274.119, -31.301, 0.97
266.308, -20.475, 1.18
253.759, -20.175, 0.31
258.676, -30.613, 0.76
253.808, -44.993, 0.62
276.623, -40.097, 0.53
254.139, -33.062, 0.92
265.827, -24.093, 1.0
272.319, -11.356, 0.87
271.836, -32.451, 1.08
254.914, -33.261, 0.57
273.091, -10.237, 0.8
264.709, -30.3, 0.24
251.657, -32.025, 0.88
275.848, -36.121, 0.98
254.231, -38.823, 0.39
278.136, -28.298, 0.98
258.293, -43.809, 0.55
258.879, -37.492, 1.15
278.501, -18.311, 0.95
254.323, -24.856, 1.08
258.51, -20.954, 0.69
256.789, -26.409, 0.44
272.211, -25.161, 0.65
246.865, -22.544, 0.88
255.479, -33.877, 1.17
274.099, -20.298, 0.34
284.263, -27.517, 0.73
247.268, -22.549, 0.47
278.517, -23.338, 0.29
254.59, -22.109, 1.27
278.159, -17.249, 0.89
275.621, -19.634, 0.31
265.159, -41.735, 1.17
271.371, -40.034, 0.68
252.46, -39.24, 0.33
263.641, -15.699, 1.14
253.569, -14.108, 1.03
279.287, -42.092, 0.62
288.781, -27.275, 0.44
252.623, -13.997, 1.05
274.641, -27.669, 0.26
276.184, -45.777, 0.9
245.895, -32.17, 0.43
262.098, -9.584, 0.8
264.299, -27.58, 0.86
277.505, -37.377, 0.3
266.183, -35.128, 1.05
269.584, -30.754, 0.97
260.095, -16.465, 0.97
259.117, -40.528, 1.05
269.016, -8.745, 0.71
283.683, -20.952, 0.36
266.957, -47.822, 0.41
276.943, -36.61, 0.76
264.063, -25.656, 0.4
274.59, -20.69, 1.17
261.661, -19.48, 0.44
256.688, -35.003, 0.79
283.398, -29.841, 0.57
264.42, -25.975, 0.44
252.567, -17.621, 0.8
277.542, -32.217, 0.33
247.478, -34.858, 0.95
272.102, -35.788, 0.22
250.809, -27.221, 0.94
260.17, -21.94, 1.19
259.118, -15.842, 1.15
275.448, -11.721, 0.82
253.012, -28.423, 0.2
251.955, -25.496, 0.79
260.387, -14.071, 0.45
251.717, -23.064, 0.71
279.911, -29.479, 0.67
270.295, -24.181, 1.2
267.182, -26.796, 0.24
281.468, -29.209, 0.44
250.212, -31.044, 0.76
253.444, -22.611, 0.32
280.824, -20.399, 0.56
283.144, -36.231, 0.37
271.512, -22.774, 1.11
248.712, -25.907, 1.13
271.754, -8.786, 0.78
262.817, -10.182, 1.1
252.0, -17.61, 0.66
282.258, -23.216, 1.18
282.709, -42.279, 0.59
275.334, -17.036, 0.5
253.095, -38.589, 0.55
252.498, -41.378, 0.56
287.084, -30.592, 0.54
271.086, -39.656, 0.44
253.83, -34.502, 1.27
268.368, -47.716, 0.68
275.405, -12.6, 1.18
248.746, -27.593, 0.6
257.733, -29.777, 1.1
284.664, -19.842, 0.51
272.694, -19.106, 1.16
270.099, -43.271, 0.73
265.394, -12.614, 0.3
275.679, -40.647, 0.33
252.57, -40.794, 0.56
260.855, -17.764, 1.05
271.019, -20.782, 0.62
279.019, -43.847, 0.22
262.943, -33.068, 0.26
262.214, -11.707, 0.67
272.415, -23.766, 0.42
273.98, -11.822, 0.62
253.369, -16.78, 0.66
262.579, -16.006, 0.39
286.198, -21.646, 1.13
265.807, -14.155, 0.34
249.05, -27.129, 0.6
244.218, -31.267, 1.21
275.987, -40.489, 0.39
278.607, -37.129, 0.6
253.776, -33.11, 1.0
274.636, -13.565, 1.12
260.18, -36.938, 0.72
270.557, -20.707, 1.19
287.213, -36.061, 0.71
255.172, -12.602, 0.95
257.615, -12.74, 0.78
288.476, -28.266, 1.03
288.776, -25.921, 1.07
254.374, -32.528, 0.35
272.35, -10.877, 0.33
253.711, -16.162, 0.39
266.409, -19.915, 1.21
250.56, -27.109, 0.57
267.052, -25.479, 1.02
261.528, -44.148, 0.98
253.615, -20.497, 0.75
282.128, -18.463, 1.03
254.856, -12.038, 0.38
265.771, -8.632, 1.21
272.635, -14.929, 0.99
275.847, -16.602, 0.72
284.918, -30.494, 0.39
271.072, -42.844, 0.92
277.058, -37.4, 0.37
272.401, -47.411, 0.62
259.461, -35.567, 1.05
256.596, -32.427, 0.69
257.264, -27.544, 1.12
252.7, -23.217, 0.81
280.528, -19.59, 0.91
281.262, -19.434, 0.55
261.09, -23.879, 0.99
280.689, -19.23, 0.53
283.595, -19.748, 0.6
253.686, -39.767, 0.49
256.318, -20.447, 0.5
263.532, -11.176, 0.37
268.233, -12.844, 1.22
260.891, -34.337, 0.61
266.476, -40.39, 1.22
256.336, -37.59, 0.59
266.466, -25.442, 0.57
270.976, -29.515, 0.91
258.018, -18.164, 0.98
254.668, -32.312, 0.63
251.31, -17.072, 0.42
269.916, -34.849, 0.65
260.452, -24.958, 0.62
256.608, -25.257, 0.72
267.242, -46.842, 0.24
279.058, -38.263, 0.3
278.687, -14.779, 0.69
275.751, -45.141, 0.48
255.07, -14.253, 0.58
269.386, -30.717, 0.57
264.563, -11.744, 0.67
258.598, -39.353, 0.32
257.551, -27.886, 0.33
247.3, -27.175, 0.61
279.763, -41.123, 0.68
279.924, -21.462, 0.79
251.423, -33.745, 0.3
254.444, -29.892, 0.81
250.379, -28.909, 0.46
261.789, -44.167, 0.62
245.11, -36.515, 0.56
261.642, -46.785, 0.41
279.333, -41.7, 1.21
278.633, -33.481, 0.34
284.845, -37.922, 0.38
275.27, -36.179, 0.83
281.787, -28.524, 0.28
245.863, -30.079, 0.42
279.654, -30.836, 0.46
274.648, -36.114, 0.91
282.193, -17.277, 0.37
280.454, -17.014, 0.94
265.372, -29.39, 0.55
283.681, -41.004, 0.71
283.272, -26.134, 1.14
287.23, -23.778, 0.57
255.372, -19.706, 0.9
282.246, -15.135, 0.99
281.363, -21.737, 0.65
285.711, -33.153, 1.07
259.215, -22.661, 1.09
275.636, -11.322, 1.18
251.83, -16.664, 0.41
283.779, -22.95, 0.86
254.971, -12.946, 0.33
262.951, -37.972, 1.0
286.56, -22.632, 0.48
256.377, -12.751, 0.9
286.12, -28.338, 0.38
258.871, -13.528, 0.45
282.744, -33.434, 0.95
270.963, -42.408, 0.52
257.403, -16.206, 0.53
258.997, -11.859, 0.46
258.262, -27.401, 1.11
268.202, -20.516, 0.87
282.225, -36.634, 0.39
247.524, -31.132, 1.28
252.59, -16.782, 0.48
275.959, -39.97, 0.49
252.293, -26.614, 0.33
253.581, -43.813, 1.09
269.756, -36.796, 0.34
271.944, -13.03, 0.56
281.999, -22.68, 0.48
277.068, -31.086, 0.71
259.332, -34.507, 1.14
256.79, -22.32, 0.56
268.06, -13.459, 0.91
262.186, -40.855, 0.63
276.173, -13.421, 0.77
271.478, -14.256, 0.43
271.09, -14.041, 0.86
245.116, -36.118, 0.68
257.041, -23.92, 1.11
281.356, -43.29, 0.65
273.703, -15.877, 0.59
280.368, -31.372, 0.23
248.47, -33.718, 0.59
275.654, -17.144, 0.57
272.903, -41.042, 0.78
260.581, -22.873, 0.31
246.718, -35.372, 0.89
256.367, -26.412, 0.65
273.275, -40.41, 0.55
274.78, -32.257, 0.48
267.073, -17.594, 0.83
254.004, -36.681, 1.01
277.43, -24.235, 0.76
287.252, -33.141, 0.49
257.661, -27.677, 0.63
267.594, -45.179, 0.66
264.582, -41.714, 1.13
262.908, -35.963, 0.73
280.777, -13.918, 0.69
258.232, -30.148, 0.86
274.624, -37.813, 0.83
258.376, -26.136, 0.49
267.224, -44.85, 0.7
273.574, -28.12, 1.14
261.612, -28.564, 0.55
269.503, -31.878, 0.55
273.762, -22.766, 1.07
261.771, -10.106, 1.19
269.411, -42.839, 0.73
270.091, -26.635, 0.41
256.933, -37.296, 0.97
260.319, -25.155, 1.2
276.16, -36.589, 0.85
253.965, -30.113, 0.98
267.784, -15.566, 0.41
282.288, -37.819, 0.58
269.632, -10.956, 1.16
277.418, -26.82, 0.98
271.305, -33.704, 0.28
245.212, -28.225, 1.25
259.579, -21.226, 0.55
255.238, -20.786, 0.42
273.743, -25.403, 0.38
252.334, -37.302, 1.28
281.371, -42.697, 0.42
275.904, -15.199, 0.33
257.637, -21.397, 0.35
265.095, -25.399, 0.43
274.922, -36.03, 0.49
262.251, -26.741, 1.27
279.572, -23.416, 0.62
268.263, -36.987, 1.27
282.297, -16.984, 0.97
270.321, -21.256, 0.82
269.682, -30.267, 0.71
255.09, -17.678, 0.44
273.92, -9.523, 0.78
260.688, -47.136, 0.35
270.812, -43.042, 0.4
269.779, -15.772, 0.48
278.673, -22.224, 0.88
252.882, -25.32, 0.36
275.686, -13.85, 0.98
283.436, -28.056, 0.68
277.375, -19.024, 0.52
273.631, -34.969, 0.72
261.626, -35.182, 0.28
272.032, -10.038, 1.18
249.244, -18.515, 0.43
287.954, -35.769, 0.35
279.038, -37.674, 0.68
284.922, -24.557, 0.5
287.754, -23.264, 0.66
253.132, -29.743, 1.05
259.998, -9.076, 0.58
281.009, -30.276, 1.01
283.465, -34.185, 0.89
269.275, -14.368, 0.79
266.116, -14.98, 0.93
260.85, -11.723, 0.35
255.091, -19.25, 0.51
