nura, nudec, angerr
161.747, 80.239, 1.75
241.176, 70.389, 1.18
259.147, 65.137, 0.8
246.419, 69.158, 1.52
179.299, 68.761, 1.07
312.793, 77.595, 0.67
202.382, 64.083, 0.73
137.3, 75.218, 1.57
269.083, 69.594, 0.46
83.982, 83.101, 1.63
211.967, 65.106, 0.5
300.254, 86.54, 2.02
162.004, 66.009, 0.65
248.086, 73.976, 2.03
257.213, 64.476, 0.48
191.901, 68.092, 0.55
231.081, 70.43, 0.76
149.096, 77.941, 0.43
262.211, 73.455, 0.8
247.667, 67.971, 0.75
200.002, 59.902, 1.81
276.413, 74.296, 0.74
220.08, 64.713, 0.36
252.496, 73.309, 1.51
168.887, 68.544, 0.72
174.167, 71.459, 0.96
166.184, 77.041, 2.54
125.237, 72.906, 0.58
264.294, 72.026, 1.23
97.435, 79.323, 0.54
196.428, 66.198, 0.69
93.158, 85.832, 1.07
234.712, 63.819, 0.91
202.398, 67.038, 0.71
210.481, 64.857, 0.97
230.572, 82.846, 1.23
299.431, 75.11, 0.3
178.216, 65.989, 0.33
209.398, 60.902, 1.32
330.647, 85.157, 1.47
347.208, 85.905, 1.46
249.607, 64.229, 0.44
161.789, 78.72, 1.0
260.8, 72.216, 1.2
192.277, 70.533, 0.25
254.729, 84.299, 1.22
183.661, 69.866, 0.74
271.403, 67.186, 0.57
216.941, 65.866, 0.6
205.31, 73.077, 0.41
279.396, 75.971, 1.79
179.765, 71.667, 0.7
159.614, 68.045, 0.89
11.539, 86.261, 1.81
1.29, 84.96, 1.23
218.323, 60.182, 0.79
281.269, 69.159, 0.57
280.503, 70.057, 1.19
248.729, 73.132, 0.84
208.634, 60.172, 1.31
208.72, 85.188, 2.3
301.207, 81.597, 1.22
288.806, 82.387, 1.41
213.531, 64.279, 0.77
186.973, 69.629, 0.35
191.97, 72.42, 1.0
195.829, 72.317, 0.53
223.439, 71.59, 0.51
339.707, 79.722, 0.62
210.785, 82.471, 2.35
247.967, 66.943, 0.76
289.411, 70.808, 0.78
173.763, 73.944, 1.43
234.66, 63.59, 0.5
233.882, 60.619, 0.82
242.569, 77.132, 0.33
137.183, 72.895, 0.8
262.616, 69.926, 1.68
215.575, 65.378, 2.13
186.013, 65.934, 0.5
252.789, 65.482, 0.6
211.665, 65.439, 0.86
240.459, 71.471, 1.34
164.836, 67.456, 0.66
157.045, 67.57, 1.85
202.911, 61.31, 0.27
188.262, 67.18, 1.0
222.645, 62.711, 0.39
225.465, 65.398, 1.54
305.201, 74.338, 0.76
176.087, 73.779, 0.63
168.662, 65.425, 1.2
314.289, 77.454, 1.29
259.77, 68.876, 1.44
203.263, 60.397, 0.57
201.623, 74.772, 0.98
260.255, 66.666, 0.66
161.501, 69.005, 0.81
282.672, 71.706, 2.34
161.377, 66.233, 0.58
281.703, 76.213, 0.81
168.036, 74.142, 1.08
192.791, 64.882, 0.72
218.102, 67.054, 0.72
138.185, 78.094, 0.59
110.966, 81.718, 1.82
168.673, 71.485, 1.61
150.096, 68.698, 0.61
319.415, 80.329, 0.37
150.87, 75.308, 0.45
188.665, 70.845, 0.53
273.31, 77.185, 0.48
254.067, 63.365, 0.55
231.962, 67.292, 0.64
146.928, 71.674, 0.81
287.672, 70.64, 1.55
215.282, 67.29, 0.58
259.132, 68.497, 1.02
186.581, 72.265, 2.02
201.356, 63.525, 1.47
291.895, 80.928, 0.76
140.613, 72.691, 1.01
324.449, 76.477, 1.73
200.229, 66.094, 0.83
261.155, 72.498, 1.51
276.31, 75.651, 0.33
176.406, 67.758, 1.07
211.243, 59.661, 0.35
267.206, 73.933, 0.63
144.991, 79.231, 1.23
312.923, 75.329, 0.6
150.777, 77.366, 1.91
212.555, 67.789, 0.8
149.917, 76.992, 1.73
56.144, 83.006, 0.92
171.454, 64.33, 1.1
225.805, 61.1, 0.4
265.341, 71.272, 1.26
250.612, 64.946, 0.49
246.868, 65.785, 1.29
187.883, 79.142, 1.86
279.642, 69.774, 0.58
248.649, 67.326, 1.13
192.379, 65.246, 0.76
202.191, 67.708, 0.75
217.373, 59.932, 2.43
131.758, 72.917, 0.69
134.612, 72.854, 1.36
204.624, 66.093, 1.0
187.685, 68.85, 0.63
214.13, 65.187, 1.2
192.752, 66.166, 0.3
226.321, 66.276, 0.52
180.639, 83.609, 0.66
204.397, 59.981, 0.53
149.159, 69.44, 1.4
275.794, 70.115, 0.96
308.351, 75.541, 1.27
179.013, 63.197, 0.4
266.488, 71.332, 0.82
239.425, 66.675, 0.69
274.984, 69.407, 0.32
217.417, 65.964, 1.2
62.792, 80.07, 0.24
336.068, 78.832, 0.45
210.305, 62.265, 0.39
37.39, 82.355, 1.07
189.871, 77.358, 0.81
168.986, 65.96, 0.55
103.851, 78.539, 1.55
239.394, 73.616, 0.62
255.266, 68.752, 0.95
247.915, 63.744, 1.57
191.061, 66.104, 0.55
161.815, 73.713, 0.7
242.864, 68.4, 0.59
247.124, 64.701, 0.46
208.645, 77.833, 0.49
176.419, 68.53, 1.03
191.203, 63.43, 0.83
205.885, 76.07, 1.61
70.635, 83.167, 1.06
254.139, 73.106, 1.39
311.21, 84.539, 1.75
115.511, 78.173, 0.61
255.871, 65.388, 0.69
167.946, 67.091, 2.3
194.057, 70.054, 0.41
179.64, 65.786, 2.1
167.895, 66.118, 1.34
176.4, 63.901, 1.05
180.881, 77.546, 1.95
136.024, 80.343, 1.73
