nura, nudec, angerr
305.857, -33.932, 1.13
271.769, -40.459, 1.08
305.495, -52.5, 0.24
285.111, -32.594, 0.62
279.597, -37.822, 0.57
308.801, -28.763, 0.96
313.583, -32.747, 0.32
289.433, -50.595, 0.96
300.272, -27.007, 0.88
315.969, -40.182, 0.75
304.215, -33.728, 0.53
280.248, -58.013, 0.47
281.949, -35.418, 1.16
301.036, -33.9, 0.77
297.641, -39.362, 0.84
283.33, -44.212, 0.99
315.447, -57.913, 0.26
299.588, -50.073, 0.47
307.858, -27.307, 0.64
276.623, -40.097, 0.53
303.216, -33.191, 0.62
292.301, -35.444, 1.23
292.261, -29.713, 0.44
310.877, -36.834, 0.74
298.608, -35.245, 0.93
312.351, -26.824, 0.35
287.035, -51.075, 0.41
295.352, -38.578, 1.1
275.848, -36.121, 0.98
284.198, -54.029, 0.67
292.895, -43.635, 0.38
317.697, -52.505, 0.42
308.62, -43.201, 0.5
303.94, -46.606, 0.56
297.14, -29.203, 1.14
318.553, -53.861, 0.55
296.177, -50.471, 0.61
292.771, -37.671, 1.22
299.846, -33.703, 1.03
300.143, -30.375, 0.61
313.196, -31.789, 0.86
295.668, -54.587, 0.75
276.986, -49.334, 0.91
298.365, -36.181, 0.5
290.042, -25.492, 0.38
284.263, -27.517, 0.73
290.745, -30.969, 0.83
279.91, -59.094, 0.94
297.425, -25.977, 0.62
290.445, -23.922, 1.0
279.226, -57.679, 0.54
295.184, -39.015, 0.89
294.526, -36.167, 0.54
275.411, -56.065, 1.07
271.371, -40.034, 0.68
302.227, -54.855, 0.39
315.164, -39.91, 0.6
314.247, -35.828, 0.51
277.148, -49.171, 0.74
310.816, -28.517, 0.58
301.761, -22.889, 0.66
300.696, -48.255, 0.52
293.886, -48.66, 0.94
279.287, -42.092, 0.62
278.475, -47.013, 0.27
288.781, -27.275, 0.44
276.184, -45.777, 0.9
287.35, -53.707, 0.33
309.096, -57.075, 1.05
281.855, -47.696, 0.55
323.233, -41.402, 0.58
305.825, -41.225, 0.45
286.04, -45.423, 1.21
277.505, -37.377, 0.3
284.359, -53.786, 0.32
313.668, -40.043, 0.53
318.154, -51.571, 0.25
294.479, -61.119, 0.4
319.714, -50.566, 0.98
284.842, -56.862, 0.3
279.854, -48.219, 0.93
315.649, -33.489, 0.61
305.277, -53.571, 1.05
294.027, -38.382, 1.07
292.84, -26.332, 0.52
313.408, -35.923, 1.02
296.115, -25.362, 0.38
276.943, -36.61, 0.76
317.156, -38.447, 0.38
306.271, -32.645, 0.66
315.837, -38.434, 1.1
292.696, -45.613, 0.27
291.614, -33.453, 0.87
300.834, -31.965, 1.01
309.627, -33.985, 0.31
311.383, -37.613, 0.97
299.537, -34.806, 1.1
295.204, -30.009, 0.89
319.951, -49.222, 0.88
283.398, -29.841, 0.57
291.847, -25.432, 0.45
308.801, -32.147, 0.82
277.542, -32.217, 0.33
280.064, -55.245, 0.36
314.431, -32.597, 0.67
323.774, -45.489, 0.51
322.822, -41.073, 0.87
302.111, -56.31, 0.87
310.784, -40.222, 0.79
278.056, -48.574, 0.58
297.969, -26.951, 0.57
279.911, -29.479, 0.67
281.468, -29.209, 0.44
288.136, -40.107, 0.96
283.144, -36.231, 0.37
302.939, -23.301, 0.75
321.556, -51.561, 0.6
295.921, -22.637, 1.16
320.551, -43.806, 0.68
317.306, -56.668, 1.07
306.557, -35.946, 0.91
290.754, -28.501, 0.36
309.712, -35.719, 0.34
305.317, -50.455, 1.18
277.048, -56.583, 0.67
282.709, -42.279, 0.59
299.366, -39.473, 0.86
309.248, -37.681, 0.53
292.268, -38.588, 0.2
296.638, -41.996, 0.91
287.084, -30.592, 0.54
271.086, -39.656, 0.44
301.646, -34.043, 0.3
290.14, -56.201, 0.35
279.375, -45.77, 1.13
306.119, -51.649, 0.27
314.496, -32.887, 1.22
270.099, -43.271, 0.73
275.679, -40.647, 0.33
318.038, -55.492, 0.33
307.784, -25.464, 1.15
303.095, -29.778, 0.51
293.074, -43.891, 0.39
304.265, -34.998, 0.35
279.019, -43.847, 0.22
305.587, -26.627, 0.3
287.995, -38.222, 0.8
301.356, -38.294, 0.59
309.195, -30.719, 0.84
311.178, -28.244, 1.0
296.459, -40.055, 0.39
312.874, -31.017, 0.7
291.588, -31.18, 0.46
275.987, -40.489, 0.39
306.016, -34.811, 0.61
278.607, -37.129, 0.6
287.866, -55.578, 1.24
310.112, -59.307, 0.42
299.555, -34.287, 0.42
308.712, -54.099, 0.31
287.213, -36.061, 0.71
291.352, -45.859, 0.55
312.036, -27.122, 0.68
284.899, -54.158, 0.31
295.745, -49.933, 0.44
288.476, -28.266, 1.03
311.395, -52.254, 0.61
288.776, -25.921, 1.07
290.545, -46.781, 1.28
306.845, -50.193, 0.97
287.028, -43.017, 0.33
294.622, -32.046, 0.99
320.106, -42.763, 0.52
305.589, -26.669, 0.64
315.774, -29.375, 1.17
289.705, -48.823, 0.44
313.156, -28.096, 0.41
290.156, -49.618, 0.5
287.598, -40.221, 0.69
300.648, -51.699, 0.37
290.22, -28.632, 0.7
301.172, -56.733, 0.48
292.848, -28.4, 1.04
270.73, -48.901, 0.4
284.918, -30.494, 0.39
271.072, -42.844, 0.92
296.106, -54.934, 0.76
277.058, -37.4, 0.37
315.054, -34.373, 0.52
272.401, -47.411, 0.62
303.709, -30.546, 0.77
308.571, -56.986, 0.28
294.811, -50.021, 0.42
312.106, -45.487, 0.26
309.635, -37.728, 0.6
298.873, -47.405, 0.25
311.288, -45.347, 1.22
321.39, -50.925, 0.29
304.526, -24.966, 0.99
299.425, -43.797, 0.36
293.193, -47.515, 0.41
310.907, -42.341, 0.87
318.886, -39.899, 0.9
285.416, -56.03, 0.33
303.118, -59.077, 0.39
279.058, -38.263, 0.3
299.65, -57.918, 0.72
315.674, -52.812, 0.42
275.751, -45.141, 0.48
295.126, -27.805, 1.23
308.803, -56.42, 0.33
295.413, -54.999, 0.2
297.491, -54.969, 0.4
279.763, -41.123, 0.68
280.475, -53.313, 0.39
284.037, -47.473, 0.78
299.126, -45.448, 1.1
298.474, -48.818, 1.03
276.302, -55.26, 1.0
301.691, -23.048, 1.19
279.333, -41.7, 1.21
278.633, -33.481, 0.34
305.687, -30.066, 0.95
284.845, -37.922, 0.38
306.462, -42.521, 0.83
305.401, -34.612, 0.48
275.27, -36.179, 0.83
281.787, -28.524, 0.28
305.638, -33.612, 0.82
272.929, -50.858, 0.43
300.668, -61.0, 1.03
308.881, -46.082, 0.53
279.654, -30.836, 0.46
274.648, -36.114, 0.91
283.681, -41.004, 0.71
283.272, -26.134, 1.14
296.201, -52.874, 0.48
280.524, -50.959, 1.08
285.711, -33.153, 1.07
293.663, -37.19, 1.05
289.776, -32.369, 0.59
289.907, -31.736, 0.48
287.715, -42.177, 1.09
284.041, -44.544, 0.33
285.582, -58.881, 0.33
306.367, -55.545, 1.2
293.13, -45.703, 0.41
309.398, -43.121, 0.49
311.469, -39.299, 0.84
297.159, -31.725, 0.51
311.561, -36.62, 0.68
286.12, -28.338, 0.38
309.979, -35.417, 0.64
282.744, -33.434, 0.95
313.186, -50.316, 0.44
270.963, -42.408, 0.52
305.34, -34.653, 0.48
281.451, -59.447, 0.91
314.875, -29.423, 0.31
282.225, -36.634, 0.39
293.785, -23.134, 0.5
275.959, -39.97, 0.49
278.699, -54.887, 0.86
294.288, -28.864, 1.14
287.591, -43.014, 0.73
277.068, -31.086, 0.71
292.305, -43.23, 0.68
293.94, -59.876, 0.32
312.161, -30.317, 0.55
308.021, -33.632, 0.34
282.463, -56.286, 0.55
281.356, -43.29, 0.65
280.368, -31.372, 0.23
298.406, -23.066, 1.22
313.04, -41.534, 1.2
305.826, -32.887, 0.53
290.12, -24.242, 0.45
279.75, -48.447, 0.7
290.243, -31.784, 0.82
272.903, -41.042, 0.78
294.186, -60.713, 1.19
307.07, -52.286, 0.53
273.275, -40.41, 0.55
313.919, -43.072, 0.46
317.673, -50.72, 0.26
304.613, -38.457, 0.25
304.971, -34.419, 0.27
275.829, -52.892, 0.81
304.616, -28.431, 1.11
287.252, -33.141, 0.49
308.109, -29.333, 0.52
287.415, -42.755, 0.24
280.281, -57.651, 1.17
318.813, -50.707, 0.48
312.723, -47.013, 0.3
274.624, -37.813, 0.83
316.908, -57.447, 0.65
294.391, -46.629, 0.99
313.409, -32.52, 0.6
276.16, -36.589, 0.85
302.701, -36.712, 0.43
292.182, -43.096, 0.78
296.615, -40.457, 0.78
309.848, -29.507, 0.48
300.295, -54.737, 0.25
297.53, -58.335, 1.13
282.288, -37.819, 0.58
295.231, -23.381, 0.5
292.4, -40.277, 0.38
275.296, -51.313, 0.23
281.371, -42.697, 0.42
299.262, -31.417, 0.59
289.595, -27.234, 0.5
303.476, -25.317, 0.71
299.067, -29.719, 0.51
297.819, -41.788, 1.25
274.922, -36.03, 0.49
300.493, -33.293, 0.46
299.658, -60.1, 0.32
285.74, -57.845, 0.51
295.045, -42.48, 0.78
293.684, -56.68, 0.51
283.122, -44.577, 0.29
317.492, -47.523, 0.35
291.894, -59.419, 0.62
296.752, -29.975, 1.28
311.0, -44.803, 0.43
305.57, -26.779, 0.3
270.812, -43.042, 0.4
297.049, -47.082, 1.08
310.907, -37.427, 1.18
285.638, -41.37, 0.64
308.276, -41.333, 0.71
314.492, -57.016, 0.73
283.436, -28.056, 0.68
273.631, -34.969, 0.72
290.118, -60.878, 0.32
320.69, -39.651, 1.03
301.126, -32.907, 0.87
279.995, -59.064, 0.22
293.955, -47.396, 1.07
318.737, -33.532, 0.31
287.954, -35.769, 0.35
279.038, -37.674, 0.68
281.009, -30.276, 1.01
311.935, -28.844, 1.18
283.465, -34.185, 0.89
284.06, -47.192, 0.82
308.421, -27.837, 0.81
284.378, -42.577, 0.78
285.885, -54.12, 0.29
284.325, -39.795, 0.81
297.352, -24.571, 0.27
277.038, -50.653, 1.1
287.755, -37.216, 0.26
299.763, -48.647, 0.84
295.111, -23.946, 1.09
271.143, -50.326, 1.05
307.195, -32.49, 1.24
293.772, -45.724, 0.87
292.174, -37.326, 1.24
303.087, -42.625, 0.7
274.336, -50.169, 0.27
318.112, -32.852, 0.3
315.865, -48.006, 1.11
299.394, -48.607, 0.98
279.015, -42.026, 0.45
320.328, -53.217, 0.4
312.085, -41.052, 1.03
302.403, -34.733, 0.93
294.402, -61.824, 0.46
290.662, -32.096, 0.39
284.384, -35.098, 1.02
318.058, -47.067, 0.56
283.021, -51.986, 0.4
303.266, -23.607, 0.92
311.457, -46.278, 0.55
286.675, -60.824, 0.66
311.045, -34.431, 1.26
291.142, -24.87, 0.72
302.025, -35.755, 1.09
292.727, -43.883, 0.45
301.402, -47.089, 0.83
283.725, -38.59, 1.18
314.518, -29.317, 0.29
274.234, -55.466, 0.53
291.205, -60.337, 0.37
276.715, -42.539, 0.26
322.115, -49.373, 0.24
319.458, -45.749, 0.82
310.757, -54.756, 0.32
290.663, -39.631, 0.66
289.17, -52.356, 0.26
316.101, -51.534, 0.29
298.108, -57.546, 1.04
292.382, -53.743, 0.59
285.845, -31.807, 1.14
315.063, -49.62, 0.27
304.648, -32.735, 0.66
302.27, -38.44, 0.35
304.391, -23.725, 0.91
317.232, -36.598, 0.6
285.425, -25.307, 0.44
307.439, -42.859, 1.05
292.737, -23.663, 0.54
300.772, -41.659, 0.24
304.297, -50.112, 0.34
317.926, -50.557, 0.89
320.775, -35.95, 0.4
290.946, -55.611, 0.4
300.472, -31.555, 0.63
306.366, -24.348, 0.9
304.14, -52.02, 0.89
308.734, -28.216, 0.93
285.796, -25.572, 1.06
314.026, -57.485, 1.11
294.881, -57.441, 0.76
297.302, -44.377, 0.95
282.086, -48.656, 1.02
273.907, -38.46, 0.98
270.252, -40.454, 1.13
301.328, -40.528, 0.88
292.146, -44.655, 0.49
290.446, -29.627, 0.36
277.282, -35.544, 0.37
304.715, -57.54, 0.41
274.178, -44.263, 0.79
318.311, -32.826, 0.47
292.948, -37.466, 0.35
281.173, -37.536, 0.63
292.203, -27.884, 0.67
294.103, -33.248, 0.41
302.843, -28.53, 0.63
305.831, -51.148, 0.49
301.248, -32.442, 0.42
290.546, -38.707, 0.42
318.672, -40.818, 1.12
286.058, -54.927, 0.32
296.296, -40.341, 0.92
319.485, -54.562, 1.25
311.91, -39.993, 1.16
274.905, -55.495, 0.51
293.859, -60.816, 1.04
303.464, -56.712, 0.3
304.434, -43.584, 0.52
312.329, -58.376, 0.7
279.665, -32.754, 0.39
307.483, -44.964, 0.2
293.936, -36.16, 0.4
290.775, -47.795, 0.26
314.731, -50.383, 1.1
291.923, -35.494, 0.47
304.656, -29.856, 0.54
308.133, -35.85, 0.21
282.946, -37.369, 0.48
310.096, -40.478, 0.29
315.258, -56.604, 0.81
296.231, -24.248, 0.9
310.027, -35.804, 0.25
298.304, -32.587, 1.22
286.036, -43.652, 0.24
274.812, -43.643, 0.75
318.053, -46.301, 0.36
289.133, -47.326, 0.35
312.242, -27.68, 0.6
307.121, -51.988, 0.49
285.823, -31.423, 0.38
280.801, -39.441, 0.57
296.744, -25.334, 0.54
282.45, -49.757, 0.46
309.514, -44.561, 0.56
306.542, -30.8, 0.42
278.119, -40.392, 0.88
299.905, -32.345, 0.49
292.861, -53.315, 1.02
298.656, -23.623, 0.26
298.163, -28.054, 0.4
290.823, -32.844, 0.45
285.678, -42.046, 1.0
281.423, -42.438, 0.4
312.095, -53.515, 0.82
295.674, -52.068, 0.27
282.304, -31.893, 1.08
316.105, -33.639, 0.71
279.472, -37.788, 0.67
281.617, -30.04, 1.2
310.164, -36.653, 0.31
314.539, -40.062, 1.24
306.592, -35.834, 0.71
306.727, -37.759, 0.2
280.078, -39.893, 0.45
306.283, -32.752, 0.79
298.976, -36.51, 0.4
274.624, -45.523, 1.13
290.292, -29.058, 1.04
308.083, -39.534, 1.21
300.551, -48.897, 0.25
290.554, -26.744, 0.43
305.525, -42.983, 1.11
282.889, -29.994, 0.49
283.491, -57.743, 0.24
296.767, -60.301, 0.7
298.288, -31.308, 1.06
289.216, -26.691, 0.66
302.065, -33.353, 0.48
318.562, -45.754, 0.2
321.705, -38.39, 1.01
294.683, -52.218, 0.29
295.637, -35.855, 0.88
310.843, -39.875, 0.26
295.355, -50.81, 0.58
286.211, -34.333, 0.83
280.491, -56.87, 0.84
281.782, -44.155, 0.61
295.528, -44.06, 0.63
314.048, -51.858, 0.5
319.682, -48.349, 0.35
301.811, -45.911, 0.7
288.798, -46.982, 0.64
321.497, -45.371, 0.43
297.821, -34.172, 0.77
314.172, -39.538, 0.6
308.085, -36.228, 0.3
275.966, -45.94, 0.36
293.787, -51.614, 0.68
284.0, -32.504, 0.69
282.637, -37.037, 0.75
276.865, -53.775, 0.3
286.783, -38.818, 1.07
294.153, -40.662, 1.05
292.542, -26.999, 1.24
278.726, -57.541, 0.96
295.686, -59.368, 0.34
291.591, -57.862, 0.43
284.489, -55.407, 0.3
315.454, -49.439, 0.49
272.704, -52.25, 0.55
293.202, -46.096, 0.78
281.446, -40.966, 0.46
303.558, -27.997, 0.99
289.365, -31.702, 0.52
303.845, -35.791, 0.35
298.158, -32.183, 0.62
306.151, -38.017, 0.74
283.008, -39.017, 0.9
310.573, -47.521, 1.09
278.612, -40.658, 0.73
273.672, -50.973, 0.85
283.526, -26.662, 0.79
285.828, -26.528, 0.65
291.492, -43.213, 0.73
291.177, -26.591, 0.67
283.328, -28.605, 0.45
314.745, -35.151, 0.6
310.679, -27.575, 1.06
303.765, -26.889, 0.25
300.277, -47.82, 0.59
317.067, -53.927, 0.55
294.811, -32.344, 0.58
276.58, -43.851, 0.74
304.289, -30.484, 0.52
271.21, -43.077, 0.35
310.446, -47.262, 0.5
275.616, -52.342, 0.32
299.538, -32.588, 0.31
302.56, -23.395, 1.21
306.853, -58.18, 0.43
292.145, -56.417, 0.35
307.169, -32.896, 0.86
306.282, -53.8, 1.02
290.972, -24.385, 0.28
286.247, -43.104, 0.95
304.661, -34.432, 0.66
315.213, -34.092, 1.03
283.0, -28.271, 0.5
296.848, -31.926, 0.6
306.039, -27.968, 0.87
296.793, -23.426, 0.49
279.001, -57.449, 1.12
309.241, -30.725, 0.38
311.544, -29.278, 0.34
285.104, -28.407, 0.38
295.539, -47.198, 0.5
299.552, -24.552, 0.41
286.712, -52.339, 0.55
280.035, -38.242, 0.56
290.685, -22.95, 0.57
284.606, -45.593, 0.33
280.714, -52.073, 1.16
283.547, -32.191, 0.64
278.452, -41.942, 0.5
295.053, -51.623, 0.61
307.606, -57.535, 0.65
276.025, -50.804, 1.05
312.181, -50.145, 0.37
315.428, -31.529, 0.41
280.758, -34.925, 0.37
301.08, -44.362, 0.32
312.161, -35.32, 0.42
301.574, -29.965, 0.3
285.786, -45.292, 1.2
315.173, -39.136, 0.68
286.208, -26.003, 0.68
304.992, -49.623, 0.25
312.905, -53.757, 1.11
308.001, -52.525, 0.56
279.125, -43.879, 0.58
272.932, -47.526, 0.34
300.529, -61.473, 0.91
273.559, -38.159, 0.36
295.026, -52.634, 0.34
295.503, -60.305, 0.64
292.593, -32.863, 0.36
310.741, -52.849, 1.21
285.674, -41.9, 0.27
312.543, -44.087, 1.28
288.533, -27.665, 0.66
318.694, -54.937, 0.28
280.963, -33.675, 0.62
273.186, -44.419, 1.08
312.713, -46.486, 0.41
289.983, -26.535, 0.32
276.83, -52.796, 1.06
294.533, -23.757, 0.76
272.872, -45.462, 1.05
285.09, -28.422, 0.45
278.105, -30.582, 0.67
302.391, -27.311, 0.46
313.664, -34.363, 0.7
311.973, -49.426, 0.64
305.6, -56.117, 1.18
309.203, -49.95, 0.85
285.192, -42.803, 0.58
292.909, -29.148, 0.99
303.356, -25.881, 0.53
288.734, -59.247, 1.09
308.628, -35.777, 0.72
306.125, -34.532, 0.74
294.217, -35.152, 0.97
282.235, -29.425, 0.69
278.437, -50.32, 0.69
295.005, -50.284, 0.32
302.312, -24.583, 0.72
284.602, -49.803, 0.35
274.143, -34.133, 1.08
291.067, -31.882, 1.17
291.95, -34.029, 0.72
280.916, -31.204, 0.39
306.602, -24.37, 0.45
297.646, -60.251, 0.59
278.072, -56.852, 0.25
320.768, -38.534, 0.23
316.454, -45.484, 0.85
281.611, -58.288, 0.35
306.896, -35.529, 1.23
312.469, -56.051, 0.72
279.859, -29.308, 0.62
278.255, -40.507, 0.95
280.048, -42.808, 0.6
313.331, -32.947, 0.47
306.608, -37.575, 0.88
306.322, -28.859, 0.99
319.978, -49.044, 0.47
310.742, -37.582, 0.93
314.379, -32.919, 0.33
315.754, -57.793, 0.5
308.239, -24.777, 0.72
287.905, -42.449, 0.56
275.189, -55.033, 0.54
306.015, -40.182, 0.34
308.151, -35.769, 1.01
270.806, -43.315, 0.46
285.328, -37.378, 1.25
301.318, -35.879, 0.78
308.638, -56.41, 0.28
296.28, -40.591, 0.9
286.568, -43.514, 0.37
275.839, -51.962, 0.2
303.201, -28.348, 0.41
285.109, -36.606, 0.53
295.16, -42.605, 0.49
301.953, -58.977, 0.33
291.809, -47.631, 0.27
323.112, -50.06, 0.28
322.241, -43.637, 1.06
289.352, -52.523, 0.44
281.368, -53.365, 0.88
306.497, -32.249, 0.58
278.751, -32.558, 0.48
274.72, -45.411, 0.5
313.528, -35.918, 0.63
282.856, -49.38, 1.16
288.29, -55.218, 0.51
297.374, -22.809, 1.24
282.468, -38.376, 0.48
279.964, -29.574, 0.51
306.732, -50.367, 0.52
313.009, -35.447, 0.62
305.552, -50.55, 0.28
274.591, -54.146, 0.2
306.637, -48.043, 0.65
289.644, -54.995, 0.91
295.63, -40.711, 0.29
291.085, -26.699, 0.45
290.615, -37.983, 0.2
293.109, -56.586, 0.64
304.707, -48.624, 0.34
